entity_head,entity_tail
开腹子宫内膜癌分期手术+大网膜切除术,子宫内膜高分化内膜样腺癌IIIA期
左半结肠切除+开腹恶性肿瘤特殊治疗,阑尾粘膜慢性炎
开腹探查、直肠癌HARTMANN切除术,直肠癌
左半结肠癌根治术,回盲部中低分化腺癌，部分伴粘液腺癌分化
胸腔镜上全胸段食管切除+食管-胃底右颈部吻合术,食管溃疡型鳞状细胞癌II级
开腹子宫内膜癌分期手术+大网膜切除术,两侧卵巢子宫内膜样腺癌
直肠癌低位前切除术,溃疡中分化腺癌
骨髓穿刺,缺铁性贫血
右进胸食管腹段癌切除+食管-胃底弓上吻合术,（腹段食管及近端胃）食管蕈伞型鳞状细胞癌II-III级
腹腔镜上DIXON术,中分化腺癌
腹腔镜上DIXON术,肠中分化腺癌
直肠癌根治术,直肠腺癌（中低度分化），部分呈粘液腺癌图像，浸润溃疡型
阴道镜检查+宫颈活检,（宫颈3、6、9点）HSIL
翻身三切口食管下段癌切除+食管-胃底右颈部吻合+第6后肋内固定+空肠造瘘术,食管溃疡型鳞状细胞癌II级
腹腔镜辅助上根治性右半结肠切除术+小肠肿物切除术,肠隆起型绒毛状-管状腺癌II级
腹会阴直肠癌根治术（MILES手术）,黏液腺癌
胃癌根治术,胃窦小弯腺癌（中度分化）
胃癌根治术,腺癌
经腹广泛性子宫+两附件切除术+盆腔淋巴结清扫术,（宫颈）中低分化鳞状细胞癌
姑息性近端胃大部切除、幽门成形术,胃癌
腔镜上直肠根治术（DIXON手术,肠梗阻
根治性全胃切除术（食管空肠ROUX-Y吻合、D2+、R0),胃体－胃窦溃疡型管状腺癌II级
乙状结肠癌根治术,进展期乙状结肠癌，溃疡浸润型，中分化腺癌
腹腔镜辅助上根治性全胃切除术,贲门癌
全胃+D2,胃体小弯侧溃疡型低分化腺癌
腹腔镜探查、左半结肠切除术,套细胞淋巴瘤
全子宫切除+盆腔淋巴结清扫术,宫颈，浸润性低分化鳞癌
剖腹探查+肠粘连松解+左半结肠切除术,（左半结肠）腺癌
腹腔镜检查+活检术,卵巢低分化浆乳癌IIIC期
远端胃切除,中-低分化腺癌，部分为印戒细胞癌，LAUREN，分型：混合型
直肠前切除术,溃疡型中分化腺癌
全膀胱切除根治术+回肠导管术,高级别浸润性尿路下皮癌
回肠造口还纳术,直肠癌术后
腹腔镜辅助上乙状结肠癌根治术,(乙状)结肠蕈伞型管状腺癌II级
远端胃切除+B-II重建+空肠BRAUN吻合,胃粘液腺癌，LAUREN，分型：肠型
胃癌姑息切除术,胃体小弯侧溃疡型低分化腺癌
肝活检术,壶腹部鳞状细胞癌（低度分化）
（远端）胃癌根治术,胃中至低分化腺癌
结肠癌根治术+放射性粒子置入术,乙状结肠腺癌
根治性全胃切除术,胃印戒细胞癌，溃疡型
II型改良根治性子宫切除+两附件切除,宫颈中至低分化鳞状细胞癌
腹腔镜上根治性全胃切除术,食管胃交界溃疡型管状腺癌II－III级
腹左胸食管癌切除术,浸润性高分化鳞状细胞癌
远端胃切除术,胃低粘附性癌
右半结肠切除术术,结肠中分化腺癌
腹腔镜探查+（全胃）胃癌根治术,低分化腺癌
胰头肿物切除、肝肿物切除、小肠憩室切除、胰肠吻合、空肠造瘘术,肝转移胰腺实性-假乳头状瘤
左半结肠切除+开腹恶性肿瘤特殊治疗,（结肠大体）镜检为中分化腺癌
结肠癌剖腹探查+左半结肠根根治切除术+肠减压术,近端升结肠梗阻
赘生物+囊肿切除,混合性下皮肿瘤(低恶性)
右肾下腺巨大肿瘤切除+右肾切除+肠粘连松解术,B细胞性非霍奇金淋巴瘤
全膀胱切除根治术+回肠导管术,膀胱浸润性癌
左侧软腭肿物切除术,高分化鳞状细胞癌
胃癌根治术,中分化腺癌
乙状结肠切除+右肾下腺切除术,中分化腺癌
乙状结肠癌手术,中分化腺癌
根治性全胃及食管上段切除+食管-空肠ROUX-EN-Y吻合术,（食管上段+全胃），：食管胃交界浸润型管状腺癌II级
乙状结肠癌根治、子宫两附件切除术,卵巢粘液腺癌
左半结肠切除术,（左半结肠）结肠隆起型高中分化腺癌
乙状结肠癌切除术、远端封闭，近端造瘘,肠管中段中分化腺癌
腹会阴直肠癌根治术（MILES手术）,直肠肿瘤
全子宫切除术+右侧附件切除术,子宫内膜癌
剖腹探查+肠减压+根治性左半结肠切除术,结肠溃疡型中分化管状腺癌
腹腔镜上直肠癌根治术,（直肠）印戒细胞癌
全麻上行盆腔粘连松解+阔韧带肿物切除术+全子宫切除术,卵巢子宫内膜样腺癌I级
姑息性胃大部切除术+毕II式吻合,胃窦部低分化腺癌
经腹食管胃交界腺癌根治术,（食管胃交界腺癌化疗后）食管及胃交界部低分化腺癌
腹腔镜上直肠癌姑息性切除术DIXON,肠溃疡型管状腺癌II级
经腹会阴直肠癌根治术,直肠癌
正中开腹根治性全胃切除+食管-空肠ROUX-EN-Y吻合+空肠造瘘+脾切除术,食管-胃交界处溃疡型混合型腺神经内分泌癌【腺癌为管状腺癌II-III级，神经内分泌肿瘤为G3型（神经内分泌癌）】
腹腔镜上根治性远端胃切除术,胃窦溃疡型低黏附性癌（印戒细胞癌为主，部分为未分化癌及黏液腺癌）
胃癌根治术,胃隆起型高分化腺癌
直肠癌根治术（DIXON手术）,（直肠），：直肠溃疡型管状腺癌II级
两腔上行经颈胸腹下段食管癌切除术,食管鳞状细胞癌
横结肠造口术,（直肠）腺癌（中、低度分化，局部伴神经内分泌分化；部分为粘液腺癌，约占30%）， 隆起型
腹腔镜上直肠姑息性切除术+末段回肠造瘘术,大肠溃疡型管状腺癌II级
左半肝切除术+胆囊切除术,左肝原发性肝癌
宫颈LEEP,中分化鳞状细胞癌
II型改良根治性子宫切除+两附件切除,鳞状细胞癌
全子宫切除+盆腔淋巴结清扫术,转移性宫颈鳞癌
直肠腹会阴联合切除,恶性黑色素瘤
直肠癌低位前切除术+预防性回肠造瘘术,隆起型高中分化腺癌
直肠腹会阴联合切除,恶性黑色素瘤转移
阑尾切除术,浆液性乳头状囊腺癌
胃空肠吻合+空肠侧侧吻合术,幽门梗阻
直肠癌根治术（,（直肠）中分化腺癌，溃疡型
姑息性近端胃大部切除、幽门成形术,贲门腺癌（中度分化），浸润溃疡型
腹腔镜上右半结肠切除术,结肠隆起型黏液腺癌
回肠造口还纳术,胃癌
剖腹探查术,胃肠间质肿瘤
肿瘤细胞减灭术（I型全子宫切除+两侧附件切除+大网膜切除+盆腔及腹主动脉旁淋巴结清扫+肠修补术）,高级别浆液性癌
结肠癌剖腹探查+左半结肠根根治切除术+肠减压术,腺癌
剖宫产术,混合性下皮肿瘤(低恶性)
腹腔镜乙状结肠切除+肠粘连松解,肠中至低分化腺癌
开腹探查+全宫两附件大网膜切除+肿瘤细胞减灭术,卵巢低分化浆乳癌
腹腔镜根治性全胃切除术,(全胃)平坦型低分化腺癌
腹腔镜上根治性全胃切除术,(全胃)，：胃体小弯溃疡型低粘附性癌（低分化腺癌）
直肠腹会阴联合切除,直肠恶性黑色素瘤，并印戒细胞癌
开腹探查、直肠癌HARTMANN切除术,结肠造口术后
腹腔镜扩大根治性左半结肠切除术,粘液腺癌
直肠癌低位前切除术,进展期直肠癌，溃疡浸润型，中分化腺癌，II级
胰十二指肠切除术,壶腹部鳞状细胞癌（低度分化）
B-II重建,中-低分化腺癌，部分为印戒细胞癌，LAUREN，分型：混合型
左半结肠切除+淋巴结清扫术,（结肠）中分化腺癌
姑息性乙状结肠部分切除术,乙状结肠粘液腺癌
胃癌手术（全胃切除+食管空肠ROUXEN-Y吻合+右肝外叶切除+肝上引流术）,胃贲门上浸润性溃疡型中低分化腺癌
全子宫及两侧附件切除术,高-中分化子宫内膜样腺癌
远端胃癌姑息切除癌姑息切除术,胃窦癌（PT4AN3BM1，IV期)
开腹子宫内膜癌分期手术+大网膜切除术,高分化子宫内膜样癌
腹腔镜上乙状结肠病损切除术,结肠息肉
腹腔镜上乙状结肠根治性切除术,乙状结肠浸润性管状腺癌I-II级
乙状结肠癌根治术,（乙状结肠）腺癌（中、低度分化）
开腹子宫内膜癌分期手术+大网膜切除术,子宫平滑肌瘤
胃癌根治术,胃低粘附性癌
腹腔镜胆囊切除+胆总管切开取石+T管引流术,胆囊结石
直肠癌DIXON手术,（直肠）腺癌（中、低度分化，局部伴神经内分泌分化；部分为粘液腺癌，约占30%）， 隆起型
胃癌根治术,胃窦腺癌
右肾下腺巨大肿瘤切除+右肾切除+肠粘连松解术,弥漫性大B细胞淋巴瘤，非GCB亚型
DIXON术,结肠中分化腺癌
腹腔镜上广泛切除术+两附件切除术+盆腔LN及腹主动脉旁淋巴结清扫术,子宫内膜样腺鳞癌II级伴鳞状生化
剖腹探查+卵巢癌细胞减灭术（全子宫、两侧附件、大网膜、阑尾、盆腔转移灶、直肠转移灶切除+盆腔淋巴结清扫术）,左卵巢浆液性乳头状腺癌
左半结肠切除术,回盲部中分化腺癌
腹腔镜探查+（全胃）胃癌根治术,印戒细胞癌
全子宫切除术+两侧附件切除术+肿瘤细胞减灭术+骶韧带悬吊术+大网膜肿物切除术,恶性苗勒氏管混合瘤
胃癌根治术（全胃切除+区域淋巴结清扫+ROUX-EN-Y消化道重建术）,（印戒细胞癌），分期T4、N３、M０
剖腹探查+胃癌根治（D2，R1）+放射性粒子植入术,（胃窦）低分化腺癌
左半肝切除术+胆囊切除术,左半肝肝脏原发性巨块型中分化肝癌
胃癌切除术,溃疡型低分化腺癌，伴印戒细胞癌，LAUREN，分型：弥漫型
根治性远端胃大部切除、毕II式吻合术,胃窦部腺癌(中、低度分化)
贲门癌根治性近端胃切除+胃食管膈上吻合术,贲门腺癌II级
左半结肠切除+开腹恶性肿瘤特殊治疗,黏液腺癌
胰体尾切除+空肠近端切除+脾切除+结肠脾区切除+ROUX-EN-Y吻合术,胰腺粘液性囊腺癌
肝癌切除术+胆囊切除术+门静脉置泵术,低分化肝细胞肝癌
贲门癌根治术,贲门腺癌（中度分化），浸润溃疡型
（远端）胃癌根治术,胃中至低分化腺癌（LAUREN分型为混合型）
乙状结肠癌根治、子宫两附件切除术,结肠溃疡型粘液腺癌
B超引导上经直肠前列腺穿刺活检,前列腺癌GLEANSON分级III级
赘生物+囊肿切除,粘液性乳头状囊腺癌
肝部分切除及胆囊切除术,左叶肝细胞性肝癌，中分化
直肠MILES术,（直肠）腺癌（中度分化），浸润溃疡型
腹腔镜上左半结肠根治性切除术,左半结肠回盲部隆起型管状腺癌II级
腹腔镜上直肠癌根治术,肠溃疡型管状腺癌II级
胃癌根治术,胃小弯弥漫浸润性低分化腺癌
直肠癌前切术,直肠隆起型神经内分泌瘤
气管插管,胆囊结石
乙状结肠切除术,乙状结肠中分化腺癌
胃癌根治术,低分化腺癌
剖腹探查、根治性全胃切除术、食管-空肠ROUX-EN-Y吻合术,（胃）中分化腺癌
胃癌根治术,胃低分化腺癌
根治性左半结肠切除术,回盲部浸润型粘液腺癌
腹腔镜辅助上乙状结肠癌根治术,肝、肺、骨多发转移
肝囊肿开窗引流,壶腹部鳞状细胞癌（低度分化）
骨髓穿刺,血小板减少性紫癜
腹腔镜辅助上根治性远端胃大部切除术,(远端胃)，：胃窦溃疡型黏液腺癌
经腹全子宫+两附件切除术+阑尾切除术+大网膜切除+左侧淋巴结清扫术+盆腔粘连松解,左卵巢腺癌
腹腔镜辅助上根治性全胃切除（D2）+食管空肠ROUX-EN-Y吻合术,食管胃交界溃疡型管状腺癌III级，伴神经内分泌分化
阴道镜检查+宫颈活检,（宫颈12点）中分化鳞状细胞癌
右半结肠切除术,肠低分化腺癌（印戒细胞癌）
“LEEP”术,(宫颈组织)宫颈粘膜慢性炎伴纳氏囊肿、糜烂，鳞状下皮CINIII级累及腺体
根治性膀胱切除、回肠膀胱、盆腔淋巴结清扫、阑尾切除术,膀胱高级别乳头状尿路上皮癌及尿路上皮原位癌
左半结肠切除术+淋巴结清扫术,（左半结肠）中低分化腺癌
DIXON术,（直肠）中分化腺癌，溃疡型
左半结肠切除术,腺癌
空肠切除术,胃肠间质肿瘤
腹腔镜上根治性远端胃大部切除术,胃窦小弯侧溃疡型管状腺癌II-III级
腹腔镜上乙状结肠病损切除术,降结肠肿瘤
右半结肠切15除术,结肠腺癌（中度分化），溃疡型
腹腔镜直肠癌根治术,（直肠）中分化腺癌，溃疡型
剖腹探查术,盆、腹腔腹膜广泛种植
腹腔镜上直肠部分切除术,肠隆起型管状腺癌II级
姑息性右半结肠切除术,（横结肠）腺癌（中度分化）
直肠HARTMANN手术,直肠腺癌（中度分化），浸润溃疡型
乙状结肠癌根治术,溃疡性腺癌
左半结肠切除术,粘液腺癌
腹腔镜探查+（全胃）胃癌根治术,LAUREN，分型:弥漫型
姑息性“乙状结肠切除,结肠中至低分化管状腺癌
根治性膀胱切除、回肠膀胱、盆腔淋巴结清扫、阑尾切除术,前列腺右叶偶发腺泡腺癌
全子宫切除术+右侧附件切除术,子宫内膜样腺癌（中-低分化）
剖宫产术,粘液性乳头状囊腺癌
左半结肠切除术,中分化腺癌
贲门癌根治术,中分化腺癌
乙状结肠根治术,不完全性肠梗阻
吉西他滨,左肝、右肝肝细胞性肝癌
乙状结肠姑息性切除术,乙状结肠癌姑息术后
呋塞米,耳石症
华法林,心包少量积液
瑞宁得,骨转移
5-FU,骨髓抑制
肝肿瘤切除、胆囊切除术,肝占位
呋塞米,腺瘤
S-1,腰肌转移
赘生物+囊肿切除,粘液性乳头状囊腺癌
清宫术,i度骨髓抑制
胃癌根治术（D2全胃+ROUX-EN-Y重建）,胃食管结合部腺癌II型，PT3N3AM0，IIIB期
沐舒坦,两侧胸腔积液
苯磺酸氨氯地平片,高血压性心脏病
拜阿司匹林,肺炎
骨髓穿刺,血小板减少性紫癜
乙状结肠癌根治、子宫两附件切除术,卵巢粘液腺癌
奥沙利铂,食管癌
格列卫,胃肠道间质瘤
洛索洛芬钠片,慢性胃炎
替加氟,直肠癌术后
右乳癌改良根治术,骨转移
右前臂动静脉内瘘吻合术,尿毒症
奥沙利铂,腹膜后LNM
近端胃癌根治术,（胃）低-中分化腺癌伴神经内分泌分化，溃疡型
下远端胃切除术,(胃)溃疡型腺癌
ERCP胆道支架植入术,胆汁酸
紫杉醇,盆腔积液
阿司匹林肠溶片,二氧化碳潴留
直肠腹会阴联合切除,恶性黑色素瘤
胰岛素,下消化道出血
腹腔镜胆囊切除术,胆囊结石
腹腔镜上胃体间质瘤切除术,间质瘤
全腹腔镜上根治性远端胃大部切除术+直肠癌根治术,胃癌
卡培他滨,胃癌术后
肝癌介入治疗（TACE）,肝肿瘤
亚叶酸,乙状结肠癌术后
下咽癌联合根治术,下咽癌（t4n2m0）
替普瑞酮胶囊,反流性食管炎
甲强龙,肺炎
沐舒坦,冠状动脉粥样硬化性心脏病
硫唑嘌呤片,遗传球形红细胞增多症
经腹子宫+两附件+盆腔淋巴结清扫+大网膜部分切除术,子宫平滑肌肉瘤
营养脑神经、促进组织修复、止痛等对症药物,高血压
肠镜上结肠直肠多发性息肉氩气刀治疗术,腰椎骨质增生
蛇毒血凝酶注射液,下消化道出血
阿司匹林,高血压性心脏病
依那普利,华法林
泰素,右乳腺浸润性导管癌
苯磺酸氨氯地平片,慢性阻塞性肺病
低分子肝素钙,两肺上叶钙化灶
阿卡波糖,2型糖尿病
舒普深,急性脑梗死
腹盆腔冲洗引流术,直肠残端漏
直肠癌低位前切除术,进展期直肠癌，溃疡浸润型，中分化腺癌，II级
呋塞米,陈旧性脑梗死
胆囊切除术、胆总管空肠ROUX-EN-Y吻合术,肝炎
左侧乳腺癌保乳及腋窝淋巴结清扫术,腋窝淋巴结癌转移
低分子肝素钙,冠状动脉粥样硬化性心脏病
络活喜,高血压
主动脉瓣置换术,风湿性心脏病
血必净,两肾积水
重组甘精胰岛素注射液（长秀霖笔芯）,2型糖尿病
根治性远端胃大部切除、毕II式吻合术,胃窦部腺癌(中、低度分化)
阿卡波糖片,2型糖尿病
低分子肝素钙,高血压病（2级 很高危）
博安霉素,左梨状窝鳞癌
替加氟,肠梗阻
胃癌根治术,胃癌
肝左叶部分切除术+胆囊切除术,梗阻性黄疸
速尿,肠梗阻
右侧腋窝肿块切除术,慢性非萎缩性胃炎
胰岛素,1型糖尿病糖尿病酮症酸中毒
诺和锐,出血性胃炎
奥美拉唑,肺部感染
碘油,肝癌介入术后
多索茶碱,（右肺穿刺）腺癌
肝左叶肝癌切除+胆囊切除术,结节性肝硬化
胰十二指肠切除术,慢性胆囊炎
ERBITUX,肝脏病变
S-1,腹腔播散转移
低分子肝素钙,心包积液
阿拉坦五味丸,浅表性胃体炎
剖腹探查、左肝肿瘤切除、胆囊切除、左肝结节射频消融术,肝硬化
右前臂动静脉内瘘吻合术,高血压心脏病
内镜上息肉切除术,胃息肉
乙状结肠癌根治术,乙状结肠癌，浸润溃疡型，中分化管状腺癌
阿司匹林肠溶片,冠心病不稳定性心绞痛
盐酸氨溴索口腔崩解片,慢阻肺
硝苯地平缓释片,慢性萎缩性胃炎
维拉帕米,室下性心动过速
阿司匹林肠溶片,华法林
希罗达,直肠残端漏
经左胸下腹颈部食管部分切除+胃食管颈部吻合+二野清扫术,胸中段食管癌
直肠腹会阴联合切除,恶性黑色素瘤转移
胃必治,肝内多发结节
拜阿司匹林,急性脑梗死
胃多发息肉切除术,胰腺占位：胰腺癌
低分子肝素钙,晕厥原因待查
格列美脲,2型糖尿病
右左肝管内留置金属支架,梗阻性黄疸
根治性左半结肠切除术,升结肠恶性肿瘤
哌拉西林他坐巴坦,慢性前列腺炎
速尿,慢性心力衰竭
雷替曲塞,骨髓抑制
降压药物,糖尿病
替米沙坦,肾性贫血
奥沙利铂,印戒细胞癌
腹腔镜上两卵巢切除术+腹腔热灌注,印戒细胞癌
腹腔镜上腹膜活检术+右侧卵巢切除术,腺癌
左侧足第3趾趾离断术+VSD置入术,两上肢CTA粥样硬化
行乐沙定,胃癌
苯磺酸右旋氨氯地平,支扩
右前臂动静脉内瘘吻合术,尿路感染
拜阿司匹林,晕厥原因待查
全麻上宫颈癌根治术（保留神经III型广泛子宫切除术+两侧附件切除术+盆腔淋巴结清扫术）,宫颈低至中分化鳞状细胞癌
阿司匹林肠溶片,陈旧性脑梗死
结肠息肉电切术,管状腺瘤
兰索拉唑,胃癌伴出血
腹腔镜上DIXON术,中分化腺癌
氟尿嘧啶,直肠癌术后
曲美他嗪,右室收缩功能正常
元胡止痛片,慢性结肠炎
格列美脲,糖尿病周围神经病变
胃切除术,胃早癌
沐舒坦,急性脑梗死
剖腹探查+胆肠吻合+胃肠吻合+胆囊切除术,２型糖尿病
右侧髂静脉球囊扩张成形术,右上肢大隐静脉曲张
胰岛素,糖尿病肾病
胰十二指肠切除术,（胰腺）导管粘液腺癌
拜阿司匹林,高血压病（2级 很高危）
胃癌根治术,低分化腺癌
宫颈活检术,（宫颈）鳞状细胞癌
左肝肿瘤切除+胆囊切除术,原发性肝癌
全胃切除术,胃癌
兰索拉唑,消化道出血
右乳癌改良根治术,右乳浸润性导管癌
胃大部切除后行毕II式吻合,胃窦癌伴不全梗阻
冸托拉唑,胃溃疡
骨髓穿刺,缺铁性贫血
氨曲南,急性支气管炎
胆囊摘除术,肺气肿
碳酸钙,陈旧性脑梗死
速效救心丸,冠心病
大网膜切除+胃空肠吻合术+回肠-横结肠吻合术,升结肠腺癌腹腔多发种植，伴不完全肠梗阻
美托洛尔缓释片,高血压性心脏病 心脏扩大 心房纤颤
厄贝沙坦,右室收缩功能正常
哌拉西林他坐巴坦,肝囊肿
右前臂动静脉内瘘吻合术,低蛋白血症
（远端）胃癌根治术,（胃大体）镜检为低分化腺癌
内镜上息肉切除术,结肠息肉
根治性膀胱切除术,根治性膀胱切除术+回肠原位新膀胱术
胃癌根治术,肺部病灶
伽马刀,肺M
拜新同,糖尿病
伏格列波糖,2型糖尿病
蒲元和胃胶囊,弥漫大B细胞性淋巴瘤
保留生育功能分期手术（患者附件切除+患侧盆腔淋巴结清扫+腹主动脉旁淋巴结清扫或活检+大网膜切除+阑尾切除）,粘液性乳头状囊腺癌
左半结肠切除+WIPPLE术,印戒细胞癌
腹腔辅助上直肠癌根治术（DIXON）+放射性粒子植入术,直肠中-低分化管状腺癌（含粘液腺癌成份）
宫颈癌根治术+两侧卵巢切除术,鳞状下皮原位癌
胸腔镜上切除右下肺M切除,直肠癌同时性右肺两发M
舒巴坦钠,肺炎
消渴丸降糖,2型糖尿病
XELODA,右肺M
来得时,腔隙性脑梗塞
门冬氨酸鸟氨酸,肝硬化失代偿期
左半结肠切除+淋巴结清扫术,（结肠）中分化腺癌
氢化泼尼松针,遗传球形红细胞增多症
白介素,心脏支架
空肠切除术,胃肠间质肿瘤
奥沙利铂,腹腔播散转移
希罗达,胃癌
（远端）胃癌根治术,印戒细胞癌（LAUREN，分型：弥漫型）
哌拉西林他坐巴坦,慢性膀胱炎
华法林,左大隐静脉曲张术后
5-FU,乙状结肠低分化腺癌
康莱特,肺感染
缬沙坦,高血压
胸腔镜上切除右下肺M切除,肺M
吗丁啉,胃体、胃窦多发溃疡
埃索美拉唑肠溶片,反流性食管炎
硝苯地平缓释片,2型糖尿病
直肠癌根治术,直肠腺癌（中低度分化），部分呈粘液腺癌图像，浸润溃疡型
甘利欣,肝硬化失代偿期
沐舒坦,心包积液
胆囊摘除术,心包积液、两侧胸腔积液
子宫切除+两附件切除+DIXON术+大网膜切除术开腹恶性肿瘤特殊治疗术,乙状结肠癌伴不完全梗阻
冷刀宫颈锥切术,宫颈中分化鳞癌
腹腔镜上DIXON术,中至低分化腺癌
经左胸下腹颈部食管部分切除+胃食管颈部吻合+二野清扫术,鳞癌，PT3N1M0
奥沙利铂,直肠癌
B-II重建,中-低分化腺癌，部分为印戒细胞癌，LAUREN，分型：混合型
氟伐他汀钠缓释片,慢性肾功能不全
直肠前切除术,直肠癌
气管切开,高血压病（2级 很高危）
西地兰,食管癌伴转移
宫颈癌根治术+两侧输卵管切除术+两侧卵巢悬吊术,宫颈癌
奥沙利铂,乙状结肠癌术后
5-FU,左梨状窝鳞癌
食管胃结合部癌根治术,低分化腺癌
胃癌根治术,中分化腺癌
来得时,脑萎缩
胆囊摘除术,直肠CA术后
肝肿瘤射频消融,肝肿瘤
腹腔镜辅助胃癌根治术,中-低分化腺癌，部分为印戒细胞癌，LAUREN，分型：混合型
肝肿瘤射频消融,肝癌术后复发
腹腔镜上胃癌根治术,胃癌
碳酸钙,2型糖尿病
DIXON手术,直肠癌
腰硬联合麻醉上行TEM术,直肠癌
泮托拉唑,肝硬化
右前臂动静脉内瘘吻合术,消化道出血
胃癌根治术,"贲门癌（中分化腺癌）PT4AN3AM0,IIIC期"
回肠造口还纳术,直肠癌术后
右前臂动静脉内瘘吻合术,营养不良
根治性左半结肠切除+区域淋巴结清扫术,盲肠腺癌
重组甘精胰岛素注射液（长秀霖笔芯）,糖尿周围病神经病变
腹腔镜上左半结肠切除术（扩大根治）,结肠肝曲癌
气管切开,晕厥原因待查
去甲肾下腺素,低血容量性晕厥
藿安正气丸,淋巴瘤
气管切开,心包积液、两侧胸腔积液
神经节苷酯,呼吸衰竭
替加氟,皮疹
甘露醇,中分化腺癌
替吉奥,胃癌
5-，FU,肝内胆管细胞癌
S1,印戒细胞癌及低分化腺癌
5-，FU,肝右叶肝内胆管扩张
云南白药胶囊,肺癌及肺部感染
乙状结肠癌+部分膀胱切除手术,结肠癌
直肠癌根治术,肺M
右半结肠切除术术,右半结肠癌
氟伐他汀钠缓释片,心房颤动
贝依,双侧卵巢巧克力囊肿
DIXON手术,直肠癌同期放化疗后
左半结肠切除术+左侧卵巢切除术+盆底结节切除术+腹腔热灌注化疗,左卵巢囊肿
顺铂,腹腔淋巴结转移
胆囊摘除术,冠状动脉粥样硬化性心脏病
山莨菪碱,糜烂性出血性全胃炎
5-FU,乙状结肠中分化腺癌
解剖性右半肝切除+胆囊切除术,肝癌
阿卡波糖片,糖尿病周围神经病
重组甘精胰岛素注射液（长秀霖笔芯）,糖尿病眼病
胃癌近端胃切除+食管残胃吻合+放射性粒子植入术,胃溃疡型低分化管状腺癌
肝左后上叶肿瘤切除术,肝癌
华法林,肺栓塞
（远端）胃癌根治术,胃窦癌
DIXON手术,直肠中分化腺癌
左乳肿块穿刺活检术,（左乳肿块穿刺）浸润性癌
BEV,直肠癌肝转移
亚叶酸钙,骨髓抑制
腹腔镜辅助上根治性远端胃大部切除+残胃空肠ROUX-Y吻合术（D2）+阑尾切除术,胃窦癌
奥沙利铂,结肠癌术后
维康达,胃癌
心包穿刺,左肺中央型肺腺癌 IV期 纵膈、颈部淋巴结及脑转移
开腹探查、直肠癌HARTMANN切除术,结肠造口术后
联苯两脂,胆管炎
美沙拉嗪,溃疡性直肠炎、
吉西他滨,肠梗阻
肠镜上息肉切除术,结肠息肉
伏格列波糖,糖尿病眼病
亚叶酸钙,乙状结肠癌术后
腹腔镜乙状结肠切除术,乙状结肠癌
横结肠造口术,（直肠）腺癌（中、低度分化，局部伴神经内分泌分化；部分为粘液腺癌，约占30%）， 隆起型
头孢唑肟,慢性阻塞性肺疾病急性加重期
拜阿司匹林,冠状动脉粥样硬化性心脏病
特殊肝段切除术（IV、V、VIII段）+胆囊切除术+肝十二指肠韧带内肿大淋巴结切除术,肝MT
沐舒坦,冠状动脉粥样硬化性心脏病 
腹腔镜上直肠全系膜切除术(TME)预防性回肠造口术,直肠癌
