entity_head,entity_tail
叩击痛,左膝
压痛,胸椎中上段
肌张力,各关节
压痛,头部
压痛,右上腹部
触痛,左上臂近肘关节处
触痛,左肩部
移动性浊音,腹
压痛,右踝内侧
压痛,腰3-腰5
压痛,腰椎
支腿抬高实验,腰椎
触压痛,右侧阴囊
肌紧张,上腹部
压痛,右眼部
压痛,头颅
查体,双侧瞳孔
前后抽屉试验,右膝
压痛,腰部
压痛,右侧枕顶部
啰音,双肺
触痛,胸廓
触痛,胸骨中上段
干鸣音,右肺
叩鼓音,下腹部
压痛,双侧输尿管
叩击痛,椎体棘突
内外翻试验,左膝
压痛,右下腹及脐下
肠鸣音,腹
摩擦音,胸膜
呼吸音,双肺
压痛,双侧沿输尿管
扣音,双肺
双侧巴氏征,双侧肱二三头肌
触痛,左侧下眼睑
叩击痛,各椎体
叩击痛,腰椎棘突
肌紧张,肝
叩击痛,指骨末端
压痛,右上肢
压痛,肩部
相对浊音界,肝
呼吸动度,胸廓
分泌物,尿道外口
触痛,左上臂
反跳痛,上腹部
压痛,骶尾部
阴囊透光实验,右侧阴囊
压痛,鼻窦
触痛,头枕部
压痛,双侧肋脊角
触痛,右侧胸锁乳肌
压痛,右腹部
叩击痛,左髋外侧
压痛,右腹股沟
干、湿性啰音,右肺
叩击痛,椎旁
肌力,余肢体
叩击痛,椎体
叩击痛,局部
克氏症,双侧肱二三头肌
对光反射,双侧瞳孔
压痛,脊柱
病理反射,肱二、三头肌腱
肾上腺CT,左侧肾上腺
叩清音,双肺
干湿性啰音,左肺
压痛,头顶部
触痛,左侧胸部
压痛,胸12-腰4椎体
查体,心
病理反射,其余肢体
压痛,上腹部
双侧Babinski征,跟膝腱
压痛,腰部局部
压痛,臀部
相对浊音界,右侧锁骨中线第Ⅴ肋间
CT,胸腹
鼻部CT,面部
腹部ct,腹膜后淋巴结
压痛,阴囊
血小板数,两肺
湿啰音,双下肢
肌张力,右膝关节
PET-CT,子宫
血常规,双肺
颈椎侧、双斜位片,颈椎6-7椎体缘
胸部CT,左侧锁骨下窝
肌力,双肺
病理性杂音,心尖
CT,胃小弯侧胃壁
T,各瓣膜
腰椎CT,L4-5、L5-S1椎间盘
反跳痛,全腹
DR,胸部
叩清音,肺
MR,输尿管
胸部CT,左侧肩胛骨
AFP,肝
CT,左下腹
查体,四肢
PET-CT,腹膜后淋巴结
BUN,两眼
查体,颈椎椎体棘突
双侧肱二、三头肌反射,左膝关节
DR,左肘
血清人绒毛膜促性腺激素测定,阴道
B超,肝左叶
BP,腰椎
电解质,脑
中小水泡音,双肺
CEA,右股骨颈
反跳痛,周身皮肤
肌张力,四肢
C反应蛋白,右上肺
头颅CT,右膝部
CA125,肺内血管支气管束
腰椎CT,椎体边缘骨质
颈椎侧双斜位片,颈椎6-7椎体缘
胸部、下腹、上腹部、盆腔，CT,左上腹部
PET/CT,两闭孔
拾物试验,腰椎
甲状旁腺激素,心脏
CEA,胰头
PET/CT,盆腔
心率,心脏
胸部ct,双肺
肌紧张,胸廓
L3-S1椎间盘CT,相应水平硬膜囊
病理性杂音,左大腿
酸碱度,上肢
血肌酐,两肾
干鸣音,气管
胸部CT平扫+，增强,肝
白细胞数 ,结肠
胸腹部CT,下腹部贲门周围一淋巴结
压痛,上膀胱区
心电图,两房
查体,头颅
颈椎CR,右侧臂丛
胸部CT,胸
右踝关节DR,左侧肩部
反跳痛,肝
腹部，CT,胰腺
双侧肱二，三头肌腱反射,舌
查体,咽部
移动性浊音,腹壁
CT,水平裂
T,肺
彩超,颈
拍片,右胫骨
呼吸音,瓣膜
上肢彩超,左上肢
胸片,两肺
中性粒细胞,双肺
心电图,腰部
血小板数,血
腹盆腔，CT,升结肠
神经系统检查,唇
尿素氮,胃
MR,肝S5、S6、S7、S8 
啰音,周身皮肤
对光反射,双肺
头颅CT,左侧肩部
克尼格氏征,腹
BP,胸廓
对光反射,心脏
胸部CT,肺动脉
，子宫肌,，子
右膝关节DR,心
全血碱剩余,胸
腹平片,腹部
头部CT,左侧中叶
中性粒细胞,头
PLT,腹腔
RBC,心
病理反射,腰椎
中性粒细胞百分比,右侧胸
腰椎CT,腰
胸部正位片,右侧第8肋骨
CT,胸背
CA199,肝S8
谷草转氨酶,心
肠鸣音,胸廓
MRCP,胆囊
肠鸣音,腹壁
心肺腹查体,左手指
血肌酐,胸
移动性浊音,胸膜
全身骨显像+，骨断层显像,右侧第10后肋
脑、肺CT,右侧肢体
压痛,额纹
上肢静脉造影,右上肢深静脉瓣膜
颈椎侧、双斜位片,颈椎4-6椎体缘
颈椎侧、双斜位片,右侧臂丛
盆腹腔CT,阴道
压痛,余椎体
CEA,降乙交界处
隐血试验,胸
动态心电图,心
腰3-骶1椎间盘CT,腰4-5左侧神经根
CT,盆腔
4字试验,L4-S1椎体棘突
相对浊音界,肺
腹部，CT,腹
腹盆CT,胃周淋巴结
BP,肝
WBC,小肠
移动性浊音,浅表淋巴结
PET/CT,右附件区
R,双侧瞳孔
干鸣音,双肺
生理反射,四肢
CT,左季肋
血红蛋,胃小弯
B超,心
直腿抬高试验,腰椎椎体棘突两侧
BP,右小腿
CT,胆囊管
白球比,头
干湿性啰音,扁桃体
CEA,食管
查体,各瓣膜听诊区
腹部彩超,心
淋巴细胞百分比,肺
两上肢CTA,管腔
N,腹
牵拉试验,颈椎4-6椎体
肌酐,腰部
CT,左肺上叶
腰椎CT,腰部
放射痛,腰椎椎体棘突
肌酐,肢体
腹,右卵巢
血尿常规,支气管
查体,右足背动脉
病理性杂音,肝
病理性杂音,腹
对光反射,头颅额部鼻背部
甘油三酯,两手掌
CT,胰腺
PAO2,头
放射痛,L4-S1椎体棘突两侧
对光反射,双侧肱二，三头 肌腱
触痛,左肩关节
肝转氨酶,肝
颈椎侧、双斜位片,余椎体
叩击痛,L4-S1椎体棘突
碱性磷酸酶,肾
CT,右中上腹小肠
乙肝DNA,肝
CT,胆总管
压痛,左髋部
双侧肱二、三头肌反射,腹
R,左腕左手指
肌紧张,浅表淋巴结
扣顶试验,颈部
湿啰音,口唇
血压,头
T,双肺
MRI,肝左前叶上段
血红蛋白,肺
4字试验,腿
胸部CT平扫+，增强,胃
CT,脐
血糖,双下肢
PET-CT,胸
X线,头
R,足趾
直腿抬高试验,右上肢
CT,气管
PCO2,两眼
曲颈试验,颈椎椎体棘突旁
CT,两髂血管
压痛,左侧附睾
b超,胃
光反射,双侧瞳孔
颈椎侧、双斜位片,颈部
对光反射,四肢
CT,胰头
腹部MRI,上腔静脉
触痛,腰部
PET-CT,左中腹部肠系膜间
INR,心
两膝摄片,上肢
湿啰音,脾
腰椎CT,左侧肩部
牵拉试验,相应椎间隙
神经系统检查,瞳孔
超声,肝S8
胸片,腹
B超,腹
肌紧张,肝脾肋
盆腔MRI,乙状结肠
CEA,胸膜
颈椎侧位片,软组织
隐血,胰腺
干啰音,右锁骨中线第Ⅵ肋间隙
MR,两侧髂血管
腹部b超,腹
压痛,颈肩
胸部+全腹部+盆腔CT,直肠
压痛,上腹部
肌酸激酶同工酶,头
肠鸣音,右肾区
心脏彩超,主动脉瓣
对光反射,双上肢
P,拇指
肌张力,右侧踝关节
压痛,左手拇指末节
餐后血糖,口
摩擦音,气管
腹部ct,上腹
呼吸音,左侧上下肢
呼吸,胸廓
ＭＲＩ,肝内胆管
心脏彩超,室壁
前白蛋白,两下颌窦
PET/CT,肝门区
HB,贲门
盆腔MR,右下肺舌段
膝腱反射,腹
拾物试验,关节
查体,L3-S1椎体棘突旁
查体,右面部
胸CT,胃
上腹部mri,脾
SPO2,头
心脏彩超,两上肢
AFP,肺内血管支气管束
超声,两侧卵巢
血红蛋白浓度,咽
腹盆，CT,盆腔
PET/，CT,吻合口
CT,腹
PETCT,颅
乳酸脱氢酶,胸
痰鸣音,右肺
呼吸音,心包
颈部b超,咽
CT,右肺门淋巴结
CT,头
胸部ct,右上肺
泌尿系超声,前列腺
查体,右颞部
心电图,胸部
查体,左侧胸部
血小板数,腹
血小板,胸
B超,皮上
病理性杂音,气管
HRCT,右肺上叶
胸部CT,右肺下叶
触痛,头颅右顶部
BP,额纹
凝血酶时间,胆囊壁
查体,左下肢
压痛,右侧髋关节
叩击痛,腹
胸部CT,心脏
颈椎侧双斜位片,双侧臂丛
AFP,腹
相对浊音界,胸廓
AST,肝S8
颈椎、腰椎正侧位,股骨
心率,心尖
CT,腹主动脉旁淋巴结
肠鸣音,各瓣膜
CT,肝S4
颈部B超,淋巴结
心电图,头
腹部彩超,两肾
压痛,肩关节
空腹血糖,四肢
PET/CT,右侧结肠旁沟
CEA,肝曲
呼吸,肝
杂音,各瓣膜听诊区
内生肌酐清除率,两肾
移动性浊音,心
压痛,脐周
DR,肢体
肌张力,颈
干湿性啰音,右侧锁骨中线第5肋间
彩超,双侧精索
血压,腰椎
胸水一般细菌涂片,胸膜
腹部MRI,肝左前叶上段包膜
肠鸣音,左下肢
肌紧张,右上腹
血红蛋白浓度,上肢
PCO2,左手
腹部，CT,腹腔动脉
L3-S1椎间盘CT,双下肢
胸部正位片,肺
二氧化碳总量,上肢
颈椎DR,颈4、5椎体前缘
叩击痛,双侧髋部
B超,肝脏
移动性浊音,全腹
干湿性啰音,各瓣膜听诊区
膝腱反射,脊柱
b超,肝脏
叩击痛,胸廓
心脏超声,左心
血红蛋白浓度,胆囊壁
查体,二便
叩击痛,L3-S1椎体棘突两侧
脂肪酶,胃
酸碱度,腹
头颅CT,顶部
肠鸣音,右上腹
盆腔mri,直肠
PET-CT,枕后
胸片,左下肺
左手X光片,手指末节
呼吸音,双下肢
光反射,右侧髋关节
Hb,心脏
R,二便
腹,陶氏腔
中细湿性啰音,咽部
压痛,L5-S1棘间
克氏症,双侧肱二三头肌
胸部，CT,两肺
尿素,肢体
触痛,各手指关节
葡萄糖,胸
CA199,腹
腹部彩超,脾
颈椎片,颈椎
巴彬斯基氏征,肢体
查体,伤口边缘
腹部MRI,肝脏
CA724 ,左下腹
呼吸音,头颅
光反射,下颌部
胸部CT,降主动脉
P,右足背动脉
心脏彩超,二尖瓣
胸部CT,肝脏
胸部CT平扫,腹腔
呼吸音,头顶部
二氧化碳分压,胸
对光反射,腹
上腹部CT,脾
头颅CT,左锁骨远端
胸部正位片,左肺门
呼吸音,头
压痛,头颅
EF,室间隔
压痛,心
呼吸音,左肺
呼吸动度,胸廓
反跳痛,左侧上腹部
肌张力,双侧肱二，三头 肌腱
CT,左下肺
盆骨平片,左侧基底节区
腹盆CT,吻合口
反跳痛,左肘部
腹部立位平片,腹
牵拉试验,颈部
病理反射,右膝关节
拾物试验,右下肢
心脏彩超,主动脉窦部
血沉,胃窦中段大弯
R,关节
钾,心
鼓音,脐周
湿啰音,双瞳孔
颈部+胸部，CT,锁骨下窝
查体,两肺
白细胞,肛周
CT,髂总血管
PO2,胸
心肺腹查体,右手掌指关节
MR,肝内外胆管
胸部CT,右肺下叶、上叶
压痛,双侧髋部
头颅CT,左侧基底节区
数字胃肠造影,胃窦部
摩擦音,腹壁
移动性浊音,肝区
胸部CT,左额
超声内镜,下腹部
甲状旁腺激素,腹腔
T,肝
糖化血红蛋白,头
P,子宫体偏左侧
痰鸣音,气管
摩擦音,胸膜
AFP,两侧肺
双侧肱二，三头肌腱反射,额纹
B超,面
PET-CT,右上腹
空腹末梢血糖,口
腹部CT,乙状结肠
病理性杂音,口唇
颈部B超,右颈至锁骨下
淋巴细胞百分比,心前区
肌紧张,全腹
触痛,余肢体
CT,左上肺
CT,十二指肠乳头
移动性浊音,双肾区
跟膝腱反射,瞳孔
头颅CT,右侧枕骨
R,脊柱
R,胸壁
触痛,右上肢
髂脊间径,骨盆外
牵拉试验,颈5、6椎间隙
CEA,左肺
T,两肺
基线CT,胸
查体,痰
啰音,肋下
胸x片,第10肋骨
腹,右输卵管
HP,脐周
胸部ct,左肺
血红蛋白浓度,腹
腹平片,胃
PET-CT,胃
盆腔B超,膀胱
CA125,胃食管结合部
白细胞,腹
肌张力,双下肢
P,两肺
双侧肱二三头肌腱反射,四肢
氯,两上肢
CEA,腹部
CA724,胃体窦
干湿性啰音,双肺
CT,肝曲
皮下捻发音,右肺
杂音,各瓣膜
胸部正位片,周身
压痛,右下肢
X线,左上肺
腹盆MR,结直肠
床旁心电,脑
呼吸音,右肺
湿罗音,左侧上下肢
全腹CT,肝脏
查体,咽
肝脏MRI,肝
压痛,子宫体
超声,腹
头颅CT,腹
腹部CT,小肠
颈椎侧双斜位片,颈部
上腹部增强,胆囊壁
胸部正位片,两肺纹理
血糖,心肌
P,瞳孔
腹盆CT,淋巴结
淀粉酶 ,肠
查体,枕骨骨
纤维蛋白原,下腹部
胸部正位片,左肺上野
腹部彩超,胰周
4字试验,肺
阿氏评分,子宫
血型,腹
直腿抬高试验,L3-S1椎体棘突旁
MR,肝S2
克尼格氏征,上腹部
反跳痛,五官
血红蛋白浓度,胃
碱性磷酸酶,胰
髂脊间径,胎膜
P,右膝、右踝关节
查体,胸膜
压痛,腰1-5椎体棘突
干湿性啰音,腹
CA125,肠
腰椎MRI,腰
拾物试验,腹
压痛,右侧踝关节
尿素,两上肢
压痛,C4-C7棘突两侧
压痛,粘膜
肌力,椎体边缘
PH,头
血糖,口
生理反射,L4-S1椎体棘突两侧
查体,右侧枕部
查体,左肩
R,两肺
BP,肺
CEA,腹
胸腹部CT,气管
触痛,左侧腰部
神经系统检查,肌腱
纤维蛋白原,胆囊壁
血糖,右心室
压痛,4-7椎间隙
病理反射,肺
CA199,关节
病理性杂音,肝、脾肋下
CT,肝S8
尿酸,头
心率,瓣膜
查体,右膝、右踝关节
腰椎CT,L4-S1椎间盘
呼吸音,左大腿
白细胞,胸前区
血糖,腹
PET/CT,腰背部
心率,腹部
CT,左侧肾静脉
压痛,右侧阴囊
AST,右室
PET/CT,腹腔肝门区
肌张力,脊柱
曲颈试验,颈椎椎体棘突
R-GT,肝
叩击痛,L4-S1椎体棘突两侧
生理反射,右上肢
腹部CT,管腔
彩超,肝胰脾
双侧肱二、三头肌反射,四肢
CEA,左侧臀肌
全腹部增强CT,胆总管
PET/CT,左肺门淋巴结
妇科彩超,阴道
血小板数,头
病理性杂音,各瓣膜
CA-199,两肺
血压值,四肢
反跳痛,双面部
胸部CT,胸腔
颈部+胸部，CT,食管
BP,各瓣膜
Hb,腹腔
压痛,前列腺
腹部ct,腹
病理性杂音,心脏
超声,阴道
耻骨弓,宫口
组织多肽抗原,阴道
腹部CT,下腹部
MR,腹部
心率,粘膜
对光反射,结膜
胸水一般细菌涂片,两侧肺
触痛,左侧面部皮肤组织
胰岛素样生长因子测定,阴道
啰音,出血点
CEA,腹腔干
光反射,右膝部
查体,双瞳孔
CT,两侧肺门
腹部彩超,腹
牵拉试验,椎间孔
RBC,腹
体温,右肺
脑、肺CT,两侧胸腔
腹部彩超,右室
胸部、下腹、上腹部、盆腔，CT,肠
扣音,右侧锁骨中线第5肋间
腹部立位平片,腹部
叩击痛,双侧肋脊角
R,肋下
胸部CT,腹部
上腹部CT,横结肠
CT,剑突上
CT,右腹股沟区
腰椎CT,腰4-5、腰5-骶1椎间盘
CT,下腹部
胸部CT,右颈根部
啰音,脾
颈部超声,右颈根部
查体,头
淋巴细胞百分比,两手掌
MR,肝左叶
CA724,腹膜
腰椎CT,部分椎小关节
头颅MRI,两侧额顶叶
腹部CT,腹股沟
二氧化碳总量,腹
PET-CT,肠壁全层
啰音,头颅
肌力,鼻唇沟
巴彬斯基氏征,腰椎
压痛,左小腿
白细胞数,上肢
血、尿常规,腰部
压痛,颈椎
白细胞数,咽
W,二便
T,左侧颈部
钠,胸
R,口唇
CT,腹膜后淋巴结
干湿性啰音,胸廓
对光反射,瞳孔
R,双下肢
喘鸣音,咽部
乳酸,腹
腰椎CT,椎体边缘
B超,脾
压痛,心包
下腹部平扫+,腹
CT,上腹部
扣顶试验,臂丛神经
压痛,五官
移动性浊音,双肺
Ｂ超,头
PET-CT,淋巴结
胸片,咽峡部
压痛,扁桃体
压痛,尿道外口
CT,下腹
腹部ct,胆管
腹部CT,右下肺舌段
全身，PET-CT,锁骨下窝
碱性磷酸酶,脾
摩擦音,腹部
胎位,胎膜
干湿性啰音,支气管
P,左手拇指末节
腹部彩超,胆总管
乙肝DNA,胆囊壁
呼吸音,扁桃体
CA125,卵巢
压痛,左膝关节组织
 CA72.4,肝脏
触痛,肘关节
查体,心脏
血糖,头
中小水泡音,咽部
触痛,双侧睾丸
活化部分凝血酶原时间,下腹部
T,双侧瞳孔
尿酸,腹
4字试验,腰椎椎体棘突两侧
CT,十二指肠降段
杂音,双下肢
尿素,上肢
PET/CT,腹主动脉
头颅CT,右下肢
R,右小腿
查体,右侧肢体
左侧肩关节CT,肢体
腹部CT,卵巢
压痛,头枕上方
抗酸杆菌,胸膜
心脏彩超,右室
双侧肱二、三头肌反射,脊柱
颈椎DR,左肩
心肺腹查体,双下肢
叩击痛,右肾区
皮下捻发音,胸廓
腹部CT,胰腺
PLT,两上肢
腹部超声,胃窦部大弯侧
肠鸣音,脐周
淋巴细胞数,双肺
心脏彩超,右房
清音,双肺底部
查体,颈部后侧
CT,腔静脉
压痛,L3-L5椎体棘突
腹部彩超,胆囊壁
啰音,全腹
便潜血,肠周
血肌酐,右室
CT,纵隔
反跳痛,右上腹
肠鸣音,肺
胸部CT,左下肺前段
肌紧张,双肺
摩擦音,双肺底部
PET/CT,左侧腹股沟区
CT,门齿
直腿抬高试验,腰部
胸部CT,纵隔及左肺门淋巴结
PT,右室
压痛,全腹
腹盆，CT,肛门
呼吸音,左侧上腹部
肌紧张,肋下
CTU,面部
CT,胆囊
髂脊间径,宫口
胸、腹部，CT,胸中段食管
压痛,双肺
胸部CT,右肺上叶
胸部CT,左上肺
压痛,左侧胸部
腹部彩超,胸
骨盆出口横径,骨盆外
查体,口唇
下腹部CT,右侧髂窝区
CT,降乙交界处
胸部CT,两肾
病理反射,腰部
脑电图,舌
胎监,阴道
MRCP,下腹部
摩擦音,口唇
查体,腿
腹部，CT,脾
头颅mri,颅
直接胆红素,双肾
血小板,右后背
CT,右肝管
双侧肱二、三头肌反射,肢体
R,脾
CT,肝
Hb,胃体
T,枕骨骨
腹盆CT,胃
彩超,肝左叶
盆腔MRI,膀胱
PET/CT,直肠
MR,目
胸部CT,气管
CEA,右下腹
内生肌酐清除率,右室
干啰音,腹
呼吸动度,肺
鼓音,胸廓
CT,两上肺
BP,右膝部
痰鸣音,咽峡部
脉搏,周身皮肤
肝功能,腰部
酸碱度,心
腹部彩超,腹腔
谷草转氨酶,胸
消化系超声,双侧颈动脉
空腹血糖,下腹部
超声胃镜,门齿
查体,右锁骨中线第Ⅵ肋
移动性浊音,左肩部
反跳痛,右胸部
痰鸣音,胸部
对光反射,左侧顶部
头颅CT,颈椎
压痛,右膝部外侧
血红蛋白,两上肢
肝功能,双下肢
反跳痛,肝脾胃
压痛,右侧附睾
CT,两肺
R,胎膜
左肩正位片,左肩
盆、腹腔CT平扫+增强,肝S8
冠脉造影,前降支
CA199,卵巢
全腹部CT,淋巴结
谷氨酰转肽酶,双肾
摩擦音,双肺
R,左手拇指
压痛,各瓣膜
颅脑mri,右肺上叶后段
CA724 ,下腹
PET/，CT,右输尿管
干湿性啰音,咽峡部
病理反射,椎体边缘
神经系统检查,双上肢
移动性浊音,各瓣膜听诊区
压痛,耻骨上膀胱区
胎方位,头
下腹部彩超,脾
T,右手拇指
中性粒细胞百分比,两肺
呼吸音,两肺
PET-CT,咽后壁
妇科彩超,腹
PH,腰
CA199,肝脏
MRI,两侧基底节
压痛,上腹部软组织
膝腱反射,双肺
腰椎CT,L4/5椎间隙水平椎体边缘
CT,肝S6
颈椎CR,C4-C7棘突两侧
PLT,双肺
呼吸音,五官
盆腹腔CT,腹
胸部CT,腹
触痛,双侧髋部
中性粒细胞百分比,血
呼吸音,右侧锁骨中线第5肋间
4字试验,脊柱
病理性杂音,全腹部
颈椎侧、双斜位片,相应椎间隙
L3-S1椎间盘CT,L3-5椎体
叩击痛,左侧面部皮肤组织
肌酸激酶同工酶,右下臂
髂总动脉CTA,左上肢
压痛,肝脾肋
压痛,右面部
查体,拇指末节外侧
BP,左下肢
直腿抬高试验,L4-S1椎体棘突两侧
胫腓骨DR片,右侧第四肋骨骨皮质
Bp,肺
查体,颈静脉
胸下腹CT,左前纵隔
胸部正位片,两肺
肌紧张,左肩部
拍片,左侧胸背部
腹部CT,肝
PH,右上肺
压痛,L4-S1棘突左侧
尿素,下腹部
乳酸,心
呼吸音,气管
胸部CT、肋骨三维重建,左侧2、5、6、7肋骨
PET/CT,肝脏
PET/CT,甲状腺右叶
彩超,子宫
下消化道泛影葡胺造影,胃
CEA,肺内血管支气管束
P,各瓣膜
CT,上肢
CT,右中上腹
肌紧张,口唇
腹部CT,前列腺
血压,腹
腹部CT,胰
颈、腰椎核磁,腰椎
NE,头
电解质,心
肌酸激酶同工酶,胆囊壁
血红蛋白浓度,心
血肌酐,腹
巴彬斯基氏征,四肢
肠鸣音,脾
头颅MRI,脑桥
肌力,舌
CT,左手
末梢血糖,胃
氧分压,心
心率,腹
HB,两上肢
下消化道造影,胰腺体尾部
肌酐,上肢
胸腹盆CT,升结肠
查体,肝肺
超声胃镜,食管
CEA,胸
颈动脉彩超,左侧颈动脉中段
CT,肠壁全层
杂音,头
CT,纵隔及两锁骨下淋巴结
甲状旁腺激素,两肾
神经系统查体,右侧上下肢
DR,左侧腰部
腹部彩超,下腹
中性粒细胞绝对值,双肺纹理
胸片,支气管
R,右足背动脉
颈部血管彩超,双侧颈动脉
PCO2,心前区
CA724,肝门
红细胞压积,胆囊壁
腹部B超,右锁骨下、两侧腹股沟淋巴结
胸CT,盆腔
颈椎CT,顶部
头颅ct,脑
光反射,右小腿
拾物试验,L4-S1椎体棘突两侧
心肺腹查体,双臀部
CA72.4,胰腺
L3-S1椎间盘CT,侧隐窝
腹部彩超,脾脏
血压值,颜面
B，超,胆囊
叩击痛,臂丛神经
肌酐,腹
CT,左肝管
4字试验,颈肩
乳酸脱氢酶,心
膝腱反射,四肢
肺部CTA,胸
牵拉试验,右侧臂丛
CA125,右侧附件
核磁,肝
心率,双下肢
CEA,甲状腺右叶
4字试验,椎体边缘
 CT,肝肾之间
上肢静脉造影,右髂总静脉
病理性杂音,瓣膜区
血沉,腹
触痛,左膝关节组织
肌力,L4-S1棘突
压痛,咽部
呼吸音,脑
脑、肺CT,头
MR,肝S6
胸部ct平扫+增强,右肺中叶
胸椎核磁,上腹部
RBC,两上肢
盆腔MRI,腹
CT,肝脏
足背伸力,足背动脉
压痛,足趾
上腹部ct,腹
皮下捻发音,肝
查体,脾
平均血红蛋白量,咽部
血小板数,胃
淋巴细胞百分比,上巴
查体,双扁桃体
甲状旁腺激素,两上肢
乳酸脱氢酶,腹
呼吸音,左侧肢体
骨盆出口横径,胎膜
腹部ct,左侧肢体
触痛,右髋部局部软组织
Hb,右室
血常规,眼眶
MRI,髂血管旁旁淋巴结
AST,心
CA199,胃体
病理性杂音,脾
核磁,肝左前叶
胸部CT,两侧肺
PET/CT,腹
移动性浊音,胸廓
T,拇指末节
P,双臀部
查体,扁桃体
CEA,肝右内叶
血肌酐,心脏
σ胆红素,胆管
全身骨显像+，骨断层显像,胸腰椎
啰音,皮肤
CT,肝内胆管
下腹部CT,肝内胆管
压痛,各瓣膜听诊区
T,L4-S1棘突左侧
