entity_head,entity_tail
胃CA侵出浆膜层并网膜种植转移,腹膜后
胃CA侵出浆膜层并网膜种植转移,淋巴结
低分化腺癌,下腹部
低分化腺癌,胃
低分化腺癌,肠
胃窦部腺癌(中、低度分化),下腹部
胃窦部腺癌(中、低度分化),胃
胃窦部腺癌(中、低度分化),肠
胃贲门癌术后,左肺
肝囊肿,肝
肝囊肿,右上腹
胆囊息肉,肝
胆囊息肉,右上腹
脂肪瘤,肝
脂肪瘤,右上腹
（胃体）高级别下皮内瘤变（重度异型增生及原位癌）,食管上端
（胃体）高级别下皮内瘤变（重度异型增生及原位癌）,胃食管
（胃体）高级别下皮内瘤变（重度异型增生及原位癌）,食管
（胃体）高级别下皮内瘤变（重度异型增生及原位癌）,胃体
胃窦多发息肉（I型）,下腹
胃窦多发息肉（I型）,腹
胃窦多发息肉（I型）,胃体
胃窦多发息肉（I型）,胃底
非霍奇金淋巴瘤，，弥漫大B细胞型,下腹
非霍奇金淋巴瘤，，弥漫大B细胞型,腹
非霍奇金淋巴瘤，，弥漫大B细胞型,胃体
非霍奇金淋巴瘤，，弥漫大B细胞型,胃底
淋巴瘤,胃体
淋巴瘤,胃窦
淋巴瘤,胃
淋巴瘤,胃体
淋巴瘤,胃窦
淋巴瘤,胃
右半结肠粘液性腺癌（中分化）,肠系膜淋巴结
肠系膜及网膜癌转移,肠系膜淋巴结
右半结肠癌术后,腹
右半结肠癌术后,腹
溃疡型低分化腺癌，伴印戒细胞癌，LAUREN，分型：弥漫型,胃
溃疡型低分化腺癌，伴印戒细胞癌，LAUREN，分型：弥漫型,十二指肠
溃疡型低分化腺癌，伴印戒细胞癌，LAUREN，分型：弥漫型,胃
溃疡型低分化腺癌，伴印戒细胞癌，LAUREN，分型：弥漫型,第1组淋巴结
溃疡型低分化腺癌，伴印戒细胞癌，LAUREN，分型：弥漫型,胰腺
（两侧附件）高级别浆液性乳头状癌,右卵巢
（两侧附件）高级别浆液性乳头状癌,左卵巢
（两侧附件）高级别浆液性乳头状癌,两侧输卵管
慢性宫颈炎,子宫
慢性宫颈炎,子宫内膜
卵巢癌,腹
两侧卵巢见低分化浆液性腺癌浸润,子宫底
两侧卵巢见低分化浆液性腺癌浸润,右输卵管
两侧卵巢见低分化浆液性腺癌浸润,直肠
两侧卵巢见低分化浆液性腺癌浸润,回盲部
两侧卵巢见低分化浆液性腺癌浸润,肠管
两侧卵巢见低分化浆液性腺癌浸润,肠
两侧卵巢见低分化浆液性腺癌浸润,结肠
低分化浆液性腺癌,子宫底
低分化浆液性腺癌,右输卵管
低分化浆液性腺癌,直肠
低分化浆液性腺癌,回盲部
低分化浆液性腺癌,肠管
低分化浆液性腺癌,肠
低分化浆液性腺癌,结肠
腺癌,子宫底
腺癌,右输卵管
腺癌,直肠
腺癌,回盲部
腺癌,肠管
腺癌,肠
腺癌,结肠
低分化腺癌,子宫底
低分化腺癌,右输卵管
低分化腺癌,直肠
低分化腺癌,回盲部
低分化腺癌,肠管
低分化腺癌,肠
低分化腺癌,结肠
食管胃交界溃疡型管状腺癌，II-III级,胃
胸中段段食管中-低分化鳞癌,纵隔
胸中段段食管中-低分化鳞癌,胃
胸中段段食管中-低分化鳞癌,食管
经右胸食管癌根治+胃食管主动脉弓下吻合术,纵隔
经右胸食管癌根治+胃食管主动脉弓下吻合术,胃
经右胸食管癌根治+胃食管主动脉弓下吻合术,食管
食道癌术后,纵隔
食道癌术后,胃
食道癌术后,食管
高至中分化鳞状细胞癌,右颈肿大淋巴结
食管癌,右颈肿大淋巴结
食管胃交界腺癌,胃
食管-胃交界处溃疡型混合型腺神经内分泌癌【腺癌为管状腺癌II-III级，神经内分泌肿瘤为G3型（神经内分泌癌）】,胃
腺癌,肛
腺癌,结肠
肠低分化腺癌（印戒细胞癌）,乙状结肠
肠低分化腺癌（印戒细胞癌）,肠
食管下段鳞癌,贲门上淋巴结
食管下段鳞癌,胃右动脉旁、隆突上淋巴结
食管下段鳞癌,胃
食管下段鳞癌,肠
食管下段鳞癌,胃
食管鳞状细胞癌,贲门上淋巴结
食管鳞状细胞癌,胃右动脉旁、隆突上淋巴结
食管鳞状细胞癌,胃
食管鳞状细胞癌,肠
食管鳞状细胞癌,胃
卵巢CA,盆腔
卵巢CA,右侧卵巢
卵巢CA,腹
卵巢CA,右卵巢
卵巢CA,卵巢
腺癌,盆腔
腺癌,右侧卵巢
腺癌,腹
腺癌,右卵巢
腺癌,卵巢
腺癌,腹
腺癌,右卵巢
腺癌,腹
直肠癌伴肝转移,直肠
直肠癌伴肝转移,肠周淋巴结
直肠癌伴肝转移,(肠系膜上动脉根部)淋巴结
大肠溃疡型管状腺癌II级,直肠
大肠溃疡型管状腺癌II级,肠周淋巴结
大肠溃疡型管状腺癌II级,(肠系膜上动脉根部)淋巴结
食管髓质型高分化鳞状细胞癌,食管周淋巴结
胃粘液腺癌，LAUREN，分型：肠型,胃
胃粘液腺癌，LAUREN，分型：肠型,胃
结肠息肉,肝脏
结肠息肉,肠管系膜
降结肠肿瘤,肠管系膜
肠溃疡型管状腺癌II级,肝脏
肠溃疡型管状腺癌II级,肠管系膜
结肠癌,胸
结肠多发息肉,胸
结肠癌术后,腹
结肠癌术后,腹
中-低分化腺癌，部分为印戒细胞癌，LAUREN，分型：混合型,胃大体
中-低分化腺癌，部分为印戒细胞癌，LAUREN，分型：混合型,胃
胃癌,下腹部
胃癌,中下腹
食管胃交界溃疡型低分化腺癌,胃
食管胃交界溃疡型低分化腺癌,贲门左淋巴结
食管胃交界溃疡型低分化腺癌,小弯淋巴结
食管胃交界溃疡型低分化腺癌,大弯淋巴结
食管胃交界溃疡型低分化腺癌,幽门上淋巴结
食管胃交界溃疡型低分化腺癌,（胃右动脉根部）淋巴结
乙状结肠癌术后,腹
乙状结肠癌术后,腹
直肠癌,肠
直肠癌术后吻合口瘘,肠
（直肠）腺癌（中、低度分化，局部伴神经内分泌分化；部分为粘液腺癌，约占30%）， 隆起型,肠
低分化腺癌,胃窦小弯侧
低分化腺癌,胃角
低分化腺癌,胃窦
低分化腺癌,胃角
低分化腺癌,胃角
胃癌,远端胃
胃窦小弯侧溃疡型管状腺癌II-III级,远端胃
直肠癌术后,腹
直肠癌术后,腹
胃体前壁及胃窦溃疡型管状腺癌II-III级,远端胃
直肠溃疡型中分化管状腺癌,肠
乙状结肠癌,肠周淋巴结
乙状结肠癌,肠系膜上动脉根部淋巴结
乙状结肠癌,肝
乙状结肠癌,肺
乙状结肠癌,骨
(乙状)结肠蕈伞型管状腺癌II级,肠周淋巴结
(乙状)结肠蕈伞型管状腺癌II级,肠系膜上动脉根部淋巴结
(乙状)结肠蕈伞型管状腺癌II级,肝
(乙状)结肠蕈伞型管状腺癌II级,肺
(乙状)结肠蕈伞型管状腺癌II级,骨
乙状结肠癌术后伴肝、骨、肺多发转移,腹
乙状结肠癌术后伴肝、骨、肺多发转移,腹
乙状结肠癌术后伴肝、骨、肺多发转移,腹
肠隆起型管状腺癌II级,降结肠
肠隆起型管状腺癌II级,肠
肠隆起型管状腺癌II级,结肠
肠隆起型管状腺癌II级,肠周淋巴结
肠隆起型管状腺癌II级,（肠系膜动脉根部）淋巴结
胃恶性肿瘤,十二指肠
胃窦小弯腺癌（中度分化）,十二指肠
卵巢浆液性乳头状囊腺癌,腹
卵巢浆液性乳头状囊腺癌,子宫
卵巢浆液性乳头状囊腺癌,子宫右前侧壁上段
卵巢浆液性乳头状囊腺癌,右卵巢
卵巢浆液性乳头状囊腺癌,右输卵管
卵巢浆液性乳头状囊腺癌,左附件区
卵巢浆液性乳头状囊腺癌,肠管
卵巢浆液性乳头状囊腺癌,肠
卵巢浆液性乳头状囊腺癌,陶氏腔
卵巢浆液性乳头状囊腺癌,乳头
左卵巢高级别浆液性乳头状囊腺癌,腹部
左卵巢高级别浆液性乳头状囊腺癌,输卵管
左卵巢高级别浆液性乳头状囊腺癌,肠
左卵巢高级别浆液性乳头状囊腺癌,腹
骨髓抑制I度,肝
骨髓抑制I度,肝
宫颈鳞癌,腹腔
宫颈鳞癌,腹
宫颈鳞癌,子宫
宫颈鳞癌,左侧阔韧带
宫颈鳞癌,两侧卵巢
宫颈鳞癌,肝
宫颈鳞癌,脾
宫颈鳞癌,膈上
宫颈鳞癌,肠管
宫颈鳞癌,肠
宫颈鳞癌,腹
宫颈内生浸润性鳞状细胞癌II级,全子宫
宫颈内生浸润性鳞状细胞癌II级,两附件
宫颈内生浸润性鳞状细胞癌II级,阴道
宫颈内生浸润性鳞状细胞癌II级,右宫
宫颈内生浸润性鳞状细胞癌II级,左宫
宫颈内生浸润性鳞状细胞癌II级,(右盆腔）淋巴结
宫颈内生浸润性鳞状细胞癌II级,(左盆腔）淋巴结
宫颈内生浸润性鳞状细胞癌II级,(右髂总）淋巴结
宫颈内生浸润性鳞状细胞癌II级,(左髂总）淋巴结
宫颈内生浸润性鳞状细胞癌II级,宫内膜
宫颈内生浸润性鳞状细胞癌II级,右、左卵巢
宫颈内生浸润性鳞状细胞癌II级,右、左输卵管
子宫肌间多发性平滑肌瘤,全子宫
子宫肌间多发性平滑肌瘤,两附件
子宫肌间多发性平滑肌瘤,阴道
子宫肌间多发性平滑肌瘤,右宫
子宫肌间多发性平滑肌瘤,左宫
子宫肌间多发性平滑肌瘤,(右盆腔）淋巴结
子宫肌间多发性平滑肌瘤,(左盆腔）淋巴结
子宫肌间多发性平滑肌瘤,(右髂总）淋巴结
子宫肌间多发性平滑肌瘤,(左髂总）淋巴结
子宫肌间多发性平滑肌瘤,宫内膜
子宫肌间多发性平滑肌瘤,右、左卵巢
子宫肌间多发性平滑肌瘤,右、左输卵管
中至低分化腺癌（LAUREN，分型：肠型）,肝
中至低分化腺癌（LAUREN，分型：肠型）,食管
直肠癌术后,腹
直肠癌术后,腹
小肠癌,腹腔
小肠癌,腹
小肠癌,大网膜
小肠癌,盆腹腔
小肠癌,TREITZ韧带
小肠癌,空肠
小肠癌,肠管
溃疡型乳头状-管状腺癌II级,小肠
直肠癌,腹腔
直肠癌,腹
直肠癌,腹
直肠癌,肝脏
直肠癌,直肠
直肠癌,腹腔
腺癌,乙状结肠
腺癌,肛门
大肠多发息肉,乙状结肠
大肠多发息肉,肛门
结肠中分化腺癌,乙状结肠
结肠中分化腺癌,肠
食管胃交界溃疡型管状腺癌III级，伴神经内分泌分化,胃
腺癌（中度分化），浸润型,直肠
直肠癌术后,阴道
直肠癌术后,盆腔
直肠癌术后,阴道
胃窦溃疡型隆起性病变,胸骨
胃隆起型高分化腺癌,肠
胃隆起型高分化腺癌,胃
胃隆起型高分化腺癌,十二指肠
卵巢恶性下皮性肿瘤,右附件
卵巢恶性下皮性肿瘤,输卵管
粘液性囊腺癌,右附件
粘液性囊腺癌,输卵管
右卵巢粘液性囊腺癌IA期术后,腹
右卵巢粘液性囊腺癌IA期术后,腹
右卵巢粘液性囊腺癌IA期术后,头
右卵巢粘液性囊腺癌IA期术后,眼
右卵巢粘液性囊腺癌IA期术后,胸
右卵巢粘液性囊腺癌IA期术后,心
卵巢癌,直肠
卵巢癌,腹腔
左卵巢浆液性乳头状腺癌,直肠
左卵巢浆液性乳头状腺癌,腹腔
十二指肠乳头部浸润型管状腺癌II-III级,胰十二指肠
十二指肠乳头部浸润型管状腺癌II-III级,胆总管
十二指肠乳头部浸润型管状腺癌II-III级,胰腺
十二指肠乳头部浸润型管状腺癌II-III级,胃
十二指肠乳头部浸润型管状腺癌II-III级,小肠
十二指肠乳头部浸润型管状腺癌II-III级,胰腺
十二指肠乳头部浸润型管状腺癌II-III级,胆总管
慢性胆囊炎,胆囊
子宫内膜癌,全子宫
子宫内膜癌,宫体
子宫内膜癌,宫颈
恶性苗勒氏管混合瘤,全子宫
恶性苗勒氏管混合瘤,宫体
恶性苗勒氏管混合瘤,宫颈
子宫恶性苗勒氏管混合瘤IIIA期,腹腔
子宫恶性苗勒氏管混合瘤IIIA期,肝
骨髓抑制II度,腹腔
骨髓抑制II度,肝
胃窦小弯侧溃疡型中-低分化腺癌,胃
胃窦小弯侧溃疡型中-低分化腺癌,胃
胃窦小弯侧溃疡型中-低分化腺癌,十二指肠
胃癌,胃
胃体－胃窦溃疡型管状腺癌II级,胃
（直肠）腺癌（中度分化），浸润溃疡型,腹
（直肠）腺癌（中度分化），浸润溃疡型,结直肠
肝多发囊肿,两肺上叶
肝多发囊肿,直肠壁
肾囊肿,两肺上叶
肾囊肿,直肠壁
直肠CA,两肺上叶
直肠CA,直肠壁
直肠术后,腹
直肠术后,腹
乙状结肠癌 右肾下腺转移,结肠
乙状结肠癌 右肾下腺转移,乙状结肠
乙状结肠癌 右肾下腺转移,肠
中分化腺癌,结肠
中分化腺癌,乙状结肠
中分化腺癌,肠
宫颈癌IB1期,宫颈下唇
宫颈低分化癌,全子宫
宫颈低分化癌,两附件
宫颈低分化癌,宫颈
宫颈低分化癌,宫颈管
宫颈低分化癌,阴道穹窿
宫颈低分化癌,子宫体
低分化腺鳞癌,全子宫
低分化腺鳞癌,两附件
低分化腺鳞癌,宫颈
低分化腺鳞癌,宫颈管
低分化腺鳞癌,阴道穹窿
低分化腺鳞癌,子宫体
贲门溃疡型胃癌,心
腺癌,心
贲门癌,心
食管胃交界溃疡型管状腺癌II,胃
中分化鳞癌,阴道
中分化鳞癌,宫颈
低分化癌,阴道
低分化癌,宫颈
低分化鳞状细胞癌,阴道
低分化鳞状细胞癌,宫颈
宫颈低分化鳞状细胞癌,宫颈
宫颈低分化鳞状细胞癌,宫颈管
宫颈低分化鳞状细胞癌,阴道穹窿
宫颈低分化鳞状细胞癌,子宫内膜
（升结肠）粘液性腺癌,肠
（升结肠）粘液性腺癌,肠
（升结肠）粘液性腺癌,腹
（胃窦）溃疡型低分化腺癌,胃
（胃窦）溃疡型低分化腺癌,食管
（胃窦）溃疡型低分化腺癌,胃小弯、大弯淋巴结
结肠癌,阑尾
（左半结肠）中低分化腺癌,阑尾
直肠癌,直肠
肠溃疡型管状腺癌II级,直肠
胃角溃疡型低黏附性癌(低分化腺癌，部分为印戒细胞癌),胃
胃角溃疡型低黏附性癌(低分化腺癌，部分为印戒细胞癌),胃
胃角溃疡型低黏附性癌(低分化腺癌，部分为印戒细胞癌),胃小弯淋巴结
胃角溃疡型低黏附性癌(低分化腺癌，部分为印戒细胞癌),大弯及网膜淋巴结
胃角溃疡型低黏附性癌(低分化腺癌，部分为印戒细胞癌),幽门下淋巴结
胃角溃疡型低黏附性癌(低分化腺癌，部分为印戒细胞癌),幽门上淋巴结
左半结肠溃疡型中分化管状乳头状腺癌,升结肠
乙状结肠癌,乙状结肠中段
乙状结肠癌,肠周淋巴结
乙状结肠癌,肠系膜上动脉根部淋巴结
(乙状)结肠蕈伞型管状腺癌II级,乙状结肠中段
(乙状)结肠蕈伞型管状腺癌II级,肠周淋巴结
(乙状)结肠蕈伞型管状腺癌II级,肠系膜上动脉根部淋巴结
肝、肺、骨多发转移,乙状结肠中段
肝、肺、骨多发转移,肠周淋巴结
肝、肺、骨多发转移,肠系膜上动脉根部淋巴结
直肠溃疡型管状腺癌II级,直肠
直肠癌,肠
直肠癌,肠壁淋巴结
（直肠）溃疡型中分化管状腺癌,肠
（直肠）溃疡型中分化管状腺癌,肠壁淋巴结
直肠癌（MILES）术后,腹
直肠癌（MILES）术后,腹
直肠癌（MILES）术后,会阴部
卵巢CA,盆腔
糖尿病,盆腔
（右附件）卵巢浆液性乳头状囊腺癌,右附件
（右附件）卵巢浆液性乳头状囊腺癌,输卵管
（右附件）卵巢浆液性乳头状囊腺癌,子宫
（右附件）卵巢浆液性乳头状囊腺癌,左侧附件
（右附件）卵巢浆液性乳头状囊腺癌,大网膜
浆液性乳头状囊腺癌,右附件
浆液性乳头状囊腺癌,输卵管
浆液性乳头状囊腺癌,子宫
浆液性乳头状囊腺癌,左侧附件
浆液性乳头状囊腺癌,大网膜
造口旁疝,肠
回盲部肿瘤,回肠
回盲部肿瘤,结肠
回盲部肿瘤,肝
回盲部浸润型粘液腺癌,回肠
回盲部浸润型粘液腺癌,结肠
回盲部浸润型粘液腺癌,肝
回盲部腺癌术后,回肠
回盲部腺癌术后,结肠
回盲部腺癌术后,肝
（残胃）胃近贲门处溃疡型管状腺癌II-III级,食管
（残胃）胃近贲门处溃疡型管状腺癌II-III级,胃
粘液腺癌,食管
粘液腺癌,胃
粘连性小肠梗阻,腹
粘连性小肠梗阻,肛门
粘连性小肠梗阻,胃
粘连性小肠梗阻,肠
粘连性小肠梗阻,肠
粘连性小肠梗阻,腹
粘连性小肠梗阻,腹
粘连性小肠梗阻,腹
粘连性小肠梗阻,腹
胃角溃疡型管状腺癌II级,胃
直肠癌伴两肺多发转移瘤,腹腔
直肠癌伴两肺多发转移瘤,腹
直肠癌伴两肺多发转移瘤,腹
直肠癌伴两肺多发转移瘤,腹腔
直肠癌伴肺转移,腹腔
直肠癌伴肺转移,腹
直肠癌伴肺转移,腹
直肠癌伴肺转移,腹腔
