entity_head,entity_tail
肿瘤细胞减灭术（I型全子宫切除+两侧附件切除+大网膜切除+盆腔及腹主动脉旁淋巴结清扫+肠修补术）,高级别浆液性癌
左半肝切除术+胆囊切除术,左肝原发性肝癌
左半肝切除术+胆囊切除术,左半肝肝脏原发性巨块型中分化肝癌
乙状结肠癌手术,中分化腺癌
腹腔镜上直肠癌根治术,肠溃疡型管状腺癌II级
腹腔镜扩大根治性左半结肠切除术,（结肠）中分化腺癌
腹腔镜扩大根治性左半结肠切除术,粘液腺癌
左半结肠切除+淋巴结清扫术,（结肠）中分化腺癌
左半结肠切除术,（左半结肠）结肠隆起型高中分化腺癌
左半结肠切除术,粘液腺癌
腹腔镜上右半结肠切除术,结肠隆起型黏液腺癌
腹腔镜上DIXON术,肠中分化腺癌
腹腔镜根治性全胃切除术,(全胃)平坦型低分化腺癌
腹腔镜上广泛切除术+两附件切除术+盆腔LN及腹主动脉旁淋巴结清扫术,子宫内膜样腺鳞癌II级伴鳞状生化
剖腹探查+肠减压+根治性左半结肠切除术,结肠溃疡型中分化管状腺癌
腹腔镜上直肠部分切除术,肠隆起型管状腺癌II级
结肠癌根治术+放射性粒子置入术,乙状结肠腺癌
腔镜上直肠根治术（DIXON手术,肠梗阻
直肠前切除术,溃疡型中分化腺癌
乙状结肠切除术,乙状结肠中分化腺癌
腹腔镜上左半结肠根治性切除术,左半结肠回盲部隆起型管状腺癌II级
腹腔镜探查、左半结肠切除术,套细胞淋巴瘤
腹腔镜上直肠癌根治术,（直肠）印戒细胞癌
胰头肿物切除、肝肿物切除、小肠憩室切除、胰肠吻合、空肠造瘘术,肝转移胰腺实性-假乳头状瘤
经腹腹膜外子宫切除+两附件切除+全盆腹膜切除+盆腔淋巴结清扫+腹主动脉旁淋巴结清扫+阑尾切除术,（两侧卵巢）高级别浆液性乳头状癌
左半结肠切除+开腹恶性肿瘤特殊治疗,（结肠大体）镜检为中分化腺癌
左半结肠切除+开腹恶性肿瘤特殊治疗,黏液腺癌
左半结肠切除+开腹恶性肿瘤特殊治疗,阑尾粘膜慢性炎
胃空肠吻合+空肠侧侧吻合术,幽门梗阻
根治性全胃及食管上段切除+食管-空肠ROUX-EN-Y吻合术,（食管上段+全胃），：食管胃交界浸润型管状腺癌II级
腹腔镜直肠癌根治术,（直肠）中分化腺癌，溃疡型
乙状结肠癌根治术,进展期乙状结肠癌，溃疡浸润型，中分化腺癌
胃癌根治术（D2全胃+ROUX-EN-Y重建）,胃食管结合部腺癌II型，PT3N3AM0，IIIB期
远端胃癌姑息切除癌姑息切除术,胃窦癌（PT4AN3BM1，IV期)
（远端）胃癌根治术,胃中至低分化腺癌
姑息性胃大部切除术+毕II式吻合,胃窦部低分化腺癌
全麻上行盆腔粘连松解+阔韧带肿物切除术+全子宫切除术,卵巢子宫内膜样腺癌I级
胃癌根治术（全胃切除+ ROUX-EN-Y重建）,（胃大体）镜检为胃中至低分化腺癌，LAUREN
腹腔镜上根治性全胃切除术,(全胃)，：胃体小弯溃疡型低粘附性癌（低分化腺癌）
姑息性右半结肠切除术,（横结肠）腺癌（中度分化）
直肠癌根治术（DIXON手术）,（直肠），：直肠溃疡型管状腺癌II级
腹左胸食管癌切除术,浸润性高分化鳞状细胞癌
贲门癌根治性近端胃切除+胃食管膈上吻合术,贲门腺癌II级
右进胸食管腹段癌切除+食管-胃底弓上吻合术,（腹段食管及近端胃）食管蕈伞型鳞状细胞癌II-III级
翻身三切口食管下段癌切除+食管-胃底右颈部吻合+第6后肋内固定+空肠造瘘术,食管溃疡型鳞状细胞癌II级
胰体尾切除+空肠近端切除+脾切除+结肠脾区切除+ROUX-EN-Y吻合术,胰腺粘液性囊腺癌
腹腔镜上横结肠癌根治性切除术,大肠隆起型管状腺癌II级
经腹食管胃交界腺癌根治术,（食管胃交界腺癌化疗后）食管及胃交界部低分化腺癌
腹腔镜辅助上根治性远端胃大部切除术,(远端胃)，：胃窦溃疡型黏液腺癌
乙状结肠癌切除术、远端封闭，近端造瘘,肠管中段中分化腺癌
直肠癌低位前切除术,溃疡中分化腺癌
腹腔镜上DIXON术,中分化腺癌
骨髓穿刺,缺铁性贫血
骨髓穿刺,血小板减少性紫癜
乙状结肠切除+右肾下腺切除术,中分化腺癌
开腹子宫内膜癌分期手术+大网膜切除术,高分化子宫内膜样癌
开腹子宫内膜癌分期手术+大网膜切除术,子宫平滑肌瘤
开腹子宫内膜癌分期手术+大网膜切除术,两侧卵巢子宫内膜样腺癌
开腹子宫内膜癌分期手术+大网膜切除术,子宫内膜高分化内膜样腺癌IIIA期
胃癌手术（全胃切除+食管空肠ROUXEN-Y吻合+右肝外叶切除+肝上引流术）,胃贲门上浸润性溃疡型中低分化腺癌
结肠癌剖腹探查+左半结肠根根治切除术+肠减压术,近端升结肠梗阻
结肠癌剖腹探查+左半结肠根根治切除术+肠减压术,升结肠癌
结肠癌剖腹探查+左半结肠根根治切除术+肠减压术,腺癌
左半结肠切除术,中分化腺癌
左半结肠切除术,腺癌
（远端）胃癌根治术,胃中至低分化腺癌（LAUREN分型为混合型）
左侧软腭肿物切除术,高分化鳞状细胞癌
直肠癌低位前切除术,进展期直肠癌，溃疡浸润型，中分化腺癌，II级
经腹会阴直肠癌根治术,直肠癌
胸腔镜上全胸段食管切除+食管-胃底右颈部吻合术,食管溃疡型鳞状细胞癌II级
左半结肠癌根治术,回盲部中低分化腺癌，部分伴粘液腺癌分化
贲门癌根治术,中分化腺癌
胃癌根治术（全胃切除+ ROUX-EN-Y重建）,（胃大体）镜检为胃中至低分化腺癌，LAUREN
“LEEP”术,(宫颈组织)宫颈粘膜慢性炎伴纳氏囊肿、糜烂，鳞状下皮CINIII级累及腺体
胃癌根治术,胃小弯弥漫浸润性低分化腺癌
直肠癌根治术（,（直肠）中分化腺癌，溃疡型
DIXON术,（直肠）中分化腺癌，溃疡型
肝癌切除术+胆囊切除术+门静脉置泵术,低分化肝细胞肝癌
剖宫产术,混合性下皮肿瘤(低恶性)
剖宫产术,粘液性乳头状囊腺癌
赘生物+囊肿切除,混合性下皮肿瘤(低恶性)
赘生物+囊肿切除,粘液性乳头状囊腺癌
腹腔镜乙状结肠切除+肠粘连松解,肠中至低分化腺癌
根治性膀胱切除、回肠膀胱、盆腔淋巴结清扫、阑尾切除术,膀胱高级别乳头状尿路上皮癌及尿路上皮原位癌
根治性膀胱切除、回肠膀胱、盆腔淋巴结清扫、阑尾切除术,前列腺右叶偶发腺泡腺癌
胃癌姑息切除术,胃体小弯侧溃疡型低分化腺癌
全胃+D2,胃体小弯侧溃疡型低分化腺癌
腹腔镜探查+（全胃）胃癌根治术,低分化腺癌
腹腔镜探查+（全胃）胃癌根治术,印戒细胞癌
腹腔镜探查+（全胃）胃癌根治术,LAUREN，分型:弥漫型
左半结肠切除术,中分化腺癌
胃癌根治术（胃全切）,低分化腺癌
气管插管,胆囊结石
腹腔镜胆囊切除+胆总管切开取石+T管引流术,胆囊结石
阴道镜检查+宫颈活检,（宫颈12点）中分化鳞状细胞癌
阴道镜检查+宫颈活检,（宫颈3、6、9点）HSIL
宫颈LEEP,中分化鳞状细胞癌
II型改良根治性子宫切除+两附件切除,宫颈中至低分化鳞状细胞癌
II型改良根治性子宫切除+两附件切除,鳞状细胞癌
直肠癌前切术,直肠隆起型神经内分泌瘤
腹腔镜上直肠癌根治术,（直肠）印戒细胞癌
右半结肠切除术术,结肠中分化腺癌
右半结肠切除术术,粘液腺癌
全子宫切除+盆腔淋巴结清扫术,宫颈，浸润性低分化鳞癌
全子宫切除+盆腔淋巴结清扫术,转移性宫颈鳞癌
肝部分切除及胆囊切除术,左叶肝细胞性肝癌，中分化
左半结肠切除术,回盲部中分化腺癌
直肠癌低位前切除术+预防性回肠造瘘术,隆起型高中分化腺癌
胃癌根治术（全胃切除+区域淋巴结清扫+ROUX-EN-Y消化道重建术）,（印戒细胞癌），分期T4、N３、M０
全子宫及两侧附件切除术,高-中分化子宫内膜样腺癌
直肠腹会阴联合切除,直肠恶性黑色素瘤，并印戒细胞癌
直肠腹会阴联合切除,恶性黑色素瘤
直肠腹会阴联合切除,印戒细胞癌
直肠腹会阴联合切除,恶性黑色素瘤转移
剖腹探查+卵巢癌细胞减灭术（全子宫、两侧附件、大网膜、阑尾、盆腔转移灶、直肠转移灶切除+盆腔淋巴结清扫术）,左卵巢浆液性乳头状腺癌
剖腹探查术,胃肠间质肿瘤
空肠切除术,胃肠间质肿瘤
乙状结肠癌根治、子宫两附件切除术,结肠溃疡型粘液腺癌
乙状结肠癌根治、子宫两附件切除术,卵巢粘液腺癌
剖腹探查术,盆、腹腔腹膜广泛种植
乙状结肠癌根治术,溃疡型中低分化腺癌伴粘液腺癌
全膀胱切除根治术+回肠导管术,膀胱浸润性癌
全膀胱切除根治术+回肠导管术,高级别浸润性尿路下皮癌
开腹探查、直肠癌HARTMANN切除术,直肠癌
开腹探查、直肠癌HARTMANN切除术,结肠造口术后
腹腔镜检查+活检术,卵巢低分化浆乳癌IIIC期
开腹探查+全宫两附件大网膜切除+肿瘤细胞减灭术,卵巢低分化浆乳癌
直肠癌根治术（DIXONS’术式）,中分化腺癌
根治性全胃切除术,胃印戒细胞癌，溃疡型
右肾下腺巨大肿瘤切除+右肾切除+肠粘连松解术,B细胞性非霍奇金淋巴瘤
右肾下腺巨大肿瘤切除+右肾切除+肠粘连松解术,弥漫性大B细胞淋巴瘤，非GCB亚型
5-FU,骨髓抑制
希罗达,肝肾功能损害
雷诺得,骨转移
泰素,右乳腺浸润性导管癌
泰素,骨转移
顺铂,右乳腺浸润性导管癌
盆腔粘连松解+筋膜外全子宫+两附件切除+盆腔淋巴结清扫术,子宫内膜混合型腺癌
腹腔镜上根治性全胃切除术,胃体癌
（远端）胃癌根治术,印戒细胞癌（LAUREN，分型：弥漫型）
奥沙利铂,胃窦癌综合治疗后
腹腔镜上直肠癌根治术MILES,直肠癌
腹腔镜上直肠全系膜切除术(TME)预防性回肠造口术,直肠癌
腹腔镜上左半结肠根治性切除术,升结肠癌
腹腔镜上根治性全胃切除+食管空肠ROUX-Y吻合术（D2）,胃癌
经腹广泛子宫+两附件切除+盆腔淋巴清扫术,宫颈低分化鳞状细胞癌，内生浸润型
腹式广泛全子宫切除术+右输卵管切除术+盆腔淋巴结清扫术+两侧卵巢移位术+肠粘连松解术+阴道顶悬吊术,宫颈鳞癌IB1期
胃癌根治术,胃癌
安素泰,胃癌伴腹腔种植转移
经左胸下腹颈部食管部分切除+胃食管颈部吻合+二野清扫术,鳞癌，PT3N1M0
子宫动脉造影术及子宫动脉栓塞术及利凡诺羊膜腔穿刺引产术,中央型前置胎盘
类克,炎症性肠病
左上肢大隐静脉手术,右大隐静脉曲张
左上肢大隐静脉手术,上腔静脉滤器置入术后
右半结肠根治术,结肠脾曲MT
胆囊摘除术,心包积液、两侧胸腔积液
拜阿司匹林,两肺上叶钙化灶
拜阿司匹林,左侧大脑半球多发急性梗塞灶
拜阿司匹林,急性脑梗死
拜阿司匹林,慢性肾功能不全
氟伐他汀钠缓释片,肺气肿
神经节苷酯,两肺炎症伴纤维灶
神经节苷酯,心包积液
疏血通,肺气肿
疏血通,晕厥原因待查
疏血通,左侧大脑半球多发急性梗塞灶
疏血通,冠状动脉粥样硬化性心脏病
舒普深,两肺上叶钙化灶
沐舒坦,左肺下叶病变
沐舒坦,心包积液、两侧胸腔积液
气管切开,两肺炎症伴纤维灶
胆囊切除、胆总管探查取石、T管引流术,胆总管末端可疑结石
奥沙利铂,肝左叶转移灶
氨氯地平,心房颤动
美托洛尔缓释片,高血压性心脏病 心脏扩大 心房纤颤
希罗达,右乳印戒细胞癌
来得时,出血性胃炎
腹腔镜上直肠癌根治术（DIXON）+末端回肠造口术,直肠腺癌
腹腔镜上直肠癌根治术（DIXON）+末端回肠造口术,（直肠）溃疡型中分化管状腺癌
右前臂动静脉内瘘吻合术,尿路感染
骨髓穿刺,血小板减少
格列齐特,2型糖尿病
头孢唑肟,高血压病
哌拉西林他坐巴坦,前列腺增生
哌拉西林他坐巴坦,电解质紊乱
阿卡波糖,支扩
速尿,房颤
莫西沙星,肺部感染
单硝酸异山梨酯缓释片,心包积液
阿托伐他汀钙,二尖瓣及主动脉瓣狭窄
曲美他嗪,二尖瓣及三尖瓣重度反流
骨髓穿刺,缺铁性贫血
支架植入术,冠心病
胰岛素,高血压
西地兰,高血压
消渴丸,2型糖尿病
格列美脲,血糖升高
格列美脲,2型糖尿病
伏格列波糖,血糖升高
来得时,糖尿病眼病
阿卡波糖,2型糖尿病
阿卡波糖,糖尿病周围神经病变
阿卡波糖,糖尿病眼病
罗格列酮,2型糖尿病
来得时,糖尿病周围神经病变
阿卡波糖,血糖升高
阿卡波糖,糖尿病眼病
格列美脲,2型糖尿病
阿司匹林,急性脑梗死
阿司匹林肠溶片,华法林
曲美布汀,两肾结石
还原型谷胱甘肽,肝硬化失代偿期
顺铂,腹腔淋巴结转移
希罗达,肝脏病变
缬沙坦,高血压病
亚莫利,糖尿病
吗丁啉,浅表萎缩性胃炎
吗丁啉,胃息肉
直肠癌根治术,腹腔脓肿
胃炎颗粒,反流性食管炎（LA-B）
内镜上切除术,糜烂性胃炎
胃癌根治术,转移性低分化腺癌
卡培他滨,骨转移瘤
腹腔镜辅助上探查+直肠癌根治术,肠
全子宫、两附件、大网膜及阑尾切除术,卵巢腺癌
空肠部分切除术,（结肠）中低分化腺癌
胃癌根治术,胃癌
方克,结肠癌术后
伊力替康,结肠癌术后
肝叶切除术,急性胆管炎
肝叶切除术,胆囊结石
肝叶切除术,急性胆囊炎
胰十二指肠切除术,胰头占位
肠切除术,左侧嵌顿疝
直肠癌根治术（DIXON）+回肠襻氏造瘘+放射粒子置入术,直肠肿瘤
右上肢动脉造影+右上肢动脉置管溶栓术,两上肢动脉硬化闭塞症伴坏疽
氟伐他汀钠缓释片,两侧胸腔积液
神经节苷酯,高血压病
神经节苷酯,直肠CA术后
疏血通,急性脑梗死
沐舒坦,肺炎
头痛粉,胃溃疡
奥美拉唑,胃溃疡
酪丝亮肽,肺转移瘤
多吉美,肺转移瘤
广泛性全子宫＋两附件切除术＋盆腔淋巴结清扫术,宫颈中分化鳞癌
舒巴坦钠,肺炎
结肠多发息肉镜上切除,食管裂孔疝
结肠多发息肉镜上切除,（结肠肝曲、降结肠）腺管状腺瘤
氯吡格雷,结肠息肉
胃癌根治术（近端胃大切，食管胃吻合）,胃食管结合部癌
奥美拉唑,胃息肉
特殊肝段切除术（IV、V、VIII段）+胆囊切除术+肝十二指肠韧带内肿大淋巴结切除术,(肝左叶) 肝内胆管癌
腹腔镜胆囊切除+胆总管切开取石+T管引流术,胆囊结石
剖腹探查术+胃空肠吻合术,幽门梗阻
雷尼替丁,肝内多发结节
多西他赛,肝转移
胰岛素,糖尿病
直肠息肉切除术,糖尿病
剖腹探查术+回肠造瘘术,吻合口瘘
降结肠癌根治术,乙状结肠中分化腺癌
胃癌根治术,进行期胃窦癌
阿拉坦五味丸,萎缩性胃窦炎
美沙拉嗪,溃疡性直肠炎、
美沙拉嗪,内痔
肝癌+胆囊切除术,原发性肝癌
无水酒精,肝肿瘤
腹腔镜胆囊切除,胆囊结石并胆囊炎
腹腔镜胆囊切除,（直肠）中分化腺癌
奥沙利铂,肠梗阻
碘油,食管癌术后
结肠镜电切手术,横结肠增生性腺瘤性息肉
剖腹探查+腹腔粘连松解+肠间脓肿引流+升结肠肿瘤切除+末段小肠造口术,（升结肠）中分化管状腺癌
肝癌切除术+胆囊切除术+胆总管切开取栓术,原发性肝癌
袖状胃手术,单纯性肥胖
全子宫及两侧附件切除术,子宫内膜癌I期
紫杉醇,子宫内膜癌
肝癌切除+胆囊切除+胆管旁淋巴结切除术,混合性肝细胞癌（肝细胞性肝癌与胆管细胞癌混合）
胃癌根治术,吻合口炎
根治性全胃切除术,贲门小弯侧腺癌II-III级，LAUREN混合型
S-1,腹膜后LNM
结肠癌根治术,升结肠中分化腺癌
剖腹探查+术中灌肠+DIXON+阑尾切除术,直肠中至低分化腺癌
肝转移瘤切除术,肝S8肿瘤
左半结肠切除术,弥漫大B细胞淋巴瘤
希罗达,肝转移
内镜上切除肛管病变,绒毛状腺瘤
S-1,腰肌转移
解剖性右半肝切除+胆囊切除术,肝癌
紫杉醇,左肺转移
改良根治术,左乳癌
吗丁啉,弥漫大B细胞性淋巴瘤
藿安正气丸,胃溃疡
替普瑞酮,淋巴瘤
蒲元和胃胶囊,淋巴瘤
腹腔镜上探查+开腹全子宫两附件切除+大网膜切除术,宫颈腺癌IB1期
肝部分切除及胆囊切除术,HCC
腹腔镜转开腹，姑息性腹膜后肿瘤切除+胆囊切除,腺癌
乙状结肠根治术,乙状结肠癌
帕尼单抗,肝转移
里葆多,贲门癌IV期
奥沙利铂,贲门癌伴肝脏、盆底种植、多发淋巴结转移
奥沙利铂,贲门癌IV期
希罗达,肝转移
二甲两胍,糖尿病
右侧腋窝肿块切除术,双侧胸腔积液
直肠癌根治术,肺M
胸腔镜上切除右下肺M切除,直肠癌同时性右肺两发M
胸腔镜上切除右下肺M切除,肺M
XELODA,右肺M
XELODA,右肺M
肠癌根治术,直肠中分化腺癌（T4N0M0IIB期）
表阿霉素,肝癌
乙状结肠癌根治术,乙状结肠癌，浸润溃疡型，中分化管状腺癌
乙状结肠癌根治术,直肠低级别管状腺瘤
肝左叶部分切除术+胆囊切除术,肝内胆管细胞癌
TACE,肝内胆管细胞癌
更换PTCD引流管,肝内胆管细胞癌
右半结肠切除术,肝转移
直肠癌前切术,直肠癌
腹腔镜左半结肠切除术,升结肠腺癌 CT3N1M0
腹腔镜DIXON+回肠造瘘术,中分化腺癌
奥曲肽,十二指肠球部多发浅溃疡
卵巢癌细胞减灭术,两侧附件浆液性乳头状腺癌II-III级
左半结肠切除术、胃肠吻合术,进展期左半结肠癌，浸润溃疡性，低-中分化腺癌
赘生物+囊肿切除,慢性浅表性胃炎
胰十二指肠切除术,神经内分泌肿瘤
ESD,EGJ中低分化腺癌伴印戒细胞癌，混合型
ESD,十二指肠降部SMT
全胃切除术,EGJ中低分化腺癌伴印戒细胞癌，混合型
姑息性胰十二指肠切除术,胰腺癌
姑息性胰十二指肠切除术,腺癌
乙状结肠单腔造口，远端封闭,直肠癌
开腹探查、直肠癌HARTMANN切除术,直肠癌
多西他赛,网膜浆液性腺癌
阴道镜检查+宫颈活检,HSIL
顺铂,肝脏多发转移
中人氟安,乙状结肠癌伴不完全梗阻
宫颈锥切术,鳞癌（中分化）
左半结肠癌根治术,盲肠癌
空肠切除术,胃肠间质肿瘤
腹腔镜DIXON,中分化腺癌
腹腔镜辅助直肠癌低位前切除，末段回肠预防性造口联合右侧卵巢切除术,直肠癌放疗后
左半结肠切除术,盲肠癌
胃癌姑息性切除术,胃窦癌伴不全梗阻
胃切除术,胃早癌
门冬胰岛素,原发性高血压3级极高危
重组甘精胰岛素注射液（长秀霖笔芯）,糖尿周围病神经病变
右前臂动静脉内瘘吻合术,营养不良
右前臂动静脉内瘘吻合术,高血压心脏病
右前臂动静脉内瘘吻合术,尿毒症
右前臂动静脉内瘘吻合术,慢性肾脏病5期
替米沙坦,肾性贫血
还原型谷胱甘肽,肝硬化失代偿期
头孢,肺癌及肺部感染
胃切除术,胃早癌
阿卡波糖片,糖尿病眼病
格列美脲,糖尿病周围神经病
甘精胰岛素,糖尿病肾病
坎地沙坦酯片,高血压
坎地沙坦酯片,原发性高血压3级 极高危
坎地沙坦酯片,高血压性心脏病
奥美拉唑,腺瘤
奥美拉唑,胃恶性肿瘤
强力枇杷露,胃恶性肿瘤
强力枇杷露,中度贫血
螺内酯,两上肺感染
螺内酯,两侧胸腔少量积液
肠镜上结肠直肠多发性息肉氩气刀治疗术,慢性非萎缩性胃炎
格列美脲,糖尿病眼病
伏格列波糖,糖尿病周围神经病变
植入支架,冠心病
DIXON手术,直肠中分化腺癌
伊瑞莎,胸腔积液
阿司匹林肠溶片,耳石症
呋塞米,冠心病不稳定性心绞痛
硝苯地平缓释片,冠心病不稳定性心绞痛
硝苯地平缓释片,高血压病
依姆多,2型糖尿病
敏使朗,冠心病不稳定性心绞痛
敏使朗,慢性阻塞性肺病
沐舒坦,冠心病不稳定性心绞痛
沐舒坦,2型糖尿病
袖状胃手术,单纯性肥胖
卡铂,两侧卵巢浆液性乳头状囊腺癌
异舒吉,心功能Ⅱ-Ⅲ级
环磷腺苷葡胺,心功能不全
环磷腺苷葡胺,心律失常
环磷腺苷葡胺,高血压3级极高危
胆囊摘除术,心房颤动
胆囊摘除术,心包积液
拜阿司匹林,两肺上叶钙化灶
拜阿司匹林,左侧大脑半球多发急性梗塞灶
氟伐他汀钠缓释片,高血压病（2级 很高危）
低分子肝素钙,肺气肿
低分子肝素钙,晕厥原因待查
低分子肝素钙,冠状动脉粥样硬化性心脏病
神经节苷酯,肺气肿
神经节苷酯,慢性肾功能不全
疏血通,两肺炎症伴纤维灶
