entity_head,entity_tail
正大等圆,双瞳孔
疼痛,双膝关节
骨折,右侧股骨粗隆间
疼痛,头面目
胀痛,右臀部
疼痛,鼻部
疼痛,下腹部
裂伤,右手中指末节
肿胀,右侧眼睑
肿物,左上肢
疼痛,右侧腰部
骨折,左手无名指末节
出血,右肾
疼痛,后背
肿胀,耻骨上膀胱区
出血,鼻面部
疼痛,左胸肋部
水肿,双下肢
锐痛,腰部
疼痛,臀部
骨折,左侧股骨
疼痛,上唇部
骨折,左侧第7肋骨
疼痛,右侧阴囊
疼痛,颈背部
腹胀,上腹部
疼痛,右上肢及右膝
出血,右肺上叶
出血,舌部右侧
肿胀,颈部
渗出,右侧输尿管壁
红肿,右踝内侧
骨折,左髌骨
钝痛,右侧阴囊内
苍白,结膜
外旋内收畸形,右髋部
钝痛,下腹部
骨折,鼻骨右支
疼痛,右手环小指
疼痛,腰部
疼痛,双下肢
肿胀,左踝部
红肿,局部皮肤
对称,双侧睾丸
肿胀,右侧胸锁乳突
骨折,左侧第5肋骨
渗血,左前臂内侧皮肤
锐痛,拳
疼痛,右下腹部
对称,胸廓
肿胀,前胸部
疼痛,左侧臀部
裂伤,右侧鼻翼
包块,腹部
肿胀,会阴部
麻木,右手环小指
肿胀,左面部
出血,头部
疼痛,会阴部
血肿,顶枕部头皮下
胸痛,右侧胸部
肿胀,左肘部
胀痛,下腹部
肿大,肝
出血,左侧顶部头皮
疼痛,左肘部
出血,胸部
骨折,右侧顶骨
骨折,左股骨颈
正大等圆,头颅
瘙痒,包皮
出血,左膝部
对称,两侧阴囊、睾丸
苍白,口唇
结节,甲状双侧叶内
裂伤,左额顶部
肿胀,阴囊
疼痛,左侧上肢
肿胀,双膝关节
疼痛,右髋部
肿胀,右髋部
瘀斑,左髋部
肿胀,右手拇指
疼痛,双上肢
钝痛,脐周
触痛,右上侧切牙
疼痛,向左侧臀部
疼痛,睾丸
疼痛,上腹部
肿胀,头部
疼痛,右手部
肿物,右臀部
锐痛,左髋部
隆起,右肺上叶
肿大,浅表淋巴结
瘀斑,双上臂
腹痛,下腹部
溃破,局部皮肤
肿大,淋巴结
疼痛,颈胸部
疼痛,头面部
疼痛,颈部
疼痛,左腹部
疼痛,左胸部
疼痛,左膝部
骨折,左侧第四肋骨
斑丘疹,全身皮肤粘膜
红肿,头枕部
红肿,包皮
出血,右侧肘部
锐痛,左面部
肿胀,左侧下眼睑
疼痛,上唇
肿大,脾
骨折,双侧额突
胸痛,胸部
疼痛,前胸部
骨折,右手中指末节指骨粗隆
肿胀,右眼部
肿胀,头颅
疼痛,双膝部
血肿,右侧顶部头下
静脉曲张,腹壁
等大等圆,双侧瞳孔
钝痛,上腹部
肿胀,胸廓
肿胀,胸骨中上段
疼痛,右侧肘部
结节,甲状腺
红肿,骶尾部
疼痛,腰4-5、腰5-骶1左侧椎旁
畸形,左肘部
隆起,双肾区
钝痛,右侧阴囊
屈曲畸形,左肘关节
钝痛,右下腹
骨折,左侧髌骨
疼痛,下肢
腹痛,上腹部
疼痛,左肩部
红肿,软组织
肿胀,左肩部
肿胀,右上肢
骨折,左侧粗隆间
疼痛,肩部
裂伤,左眉弓
溃破,右臀部
疼痛,后臀部
肿胀,背部胸椎
疼痛,腰围
渗出,左手环指远端
疼痛,头部
疼痛,左腰部
肿胀,头顶部
肿胀,右眼下方
出血,前胸部
红肿,前胸部
挫伤,下唇右侧内黏膜
对称,双侧肋脊角
出血,左前臂
骨折,右侧坐骨
苍白,面
肿胀,下唇右侧内黏膜
钝痛,会阴
疼痛,右侧胸部
骨折,右股骨颈
肿胀,臀部
干燥,腹
疼痛,脐周
肿胀,鼻背部
肿胀,前额
疼痛,右眼
律齐,双肺
肿大,双侧颈部
血肿,头皮
疼痛,会阴
痛,左上肢
胀痛,局部皮肤
疼痛,右手右肘
膨隆,周身皮肤粘膜
肿大,锁骨
包块,右腹股沟部
肿胀,双膝
血肿,右侧枕顶部
肿胀,右侧眼眶外软组织
红肿,左胸部
隆起,耻骨上膀胱区
肿胀,左胸部
