entity_head,entity_tail
查体,双膝关节皮肤
腹透,右隔下游
CT,左肺
CT肋骨三维重建,左侧胸壁皮下
彩超,双肾盂
PET/，CT,右输尿管
查体,右膝关节
超声,两附件
腹部彩超,胆囊
腰椎CT,侧隐窝
肾上腺CT,左侧肾上腺
胸腹部CT,甲状腺
冠脉造影,第一对角支近段
肛门指诊,前列腺
腹部CT,横结肠近脾区肠壁
右手正斜位,右手中指末节指骨粗隆
头颅及胸部上腹部 CT,肝
泌尿系彩超,双肾
查体,淋巴结
查体,结膜
CT,膀胱
CT,肝脏
查体,头皮
查体,头颅五官
泌尿系B超,前列腺
相对浊音界,右侧锁骨中线第5肋间
查体,右手小指
腰椎CT,L5-S1椎间盘
颈胸腹部，CT,食管下段
腹部CT,结肠肝曲
查体,巩膜
腰椎正侧位X光片,腰椎
胸部CT,右肺
B超,右附件
MRI,椎间盘
头颅和鼻骨，肝胆脾胰CT,上颌窦黏膜
心脏彩超,室间隔
眼眶CT,右侧眼眶外软组织
腹盆部CT,阴道
左侧股骨正侧位,左股骨
腹部CT,胰
腹部CT增强,胃窦壁
腹部CT增强,腹膜后
头颅、鼻骨、肝胆脾胰CT,双侧筛窦
心脏彩超,左室
CT,胃
CT检查,胆囊
腹部B超,胰体
查体,右膝
查体,足趾
头颅CT,头皮
查体,腹
腹部CT,肝
胸腹部CT,食管下段周围多发肿大淋巴结
左尺桡骨正侧位,左桡骨
胸腹部CT,气管
彩超,双侧输尿管
查体,左侧胸部
PET/CT,腹腔淋巴结
PET/CT,右颈部V区
PET/CT,两闭孔
泌尿系彩超,右肾
胸部+全腹部+盆腔CT,乙状结肠
全腹部CT,腹膜后
腹透,心包
彩超,阑尾
查体,鼻部
PET-CT,肝
PET/CT,左侧腹股沟区
彩超,右肾
髂总动脉CTA,两侧股动脉
b超,甲状腺
CT,左髂血管
查体,会阴部
彩超,前列腺
查体,右侧枕顶部
CT,左腹股沟
腹部B超,肝
腰椎CT,硬膜囊
胸部CT,胸膜
查体,右侧顶部
CT,胆总管
头部颈椎腰椎CT,左侧第5肋骨
骨盆正位片,右侧坐骨
PET/，CT,吻合口
CT,余双侧肋骨
查体,胸壁局部软组织
PET/CT,肝门区
胸部CT,肝
腹部，CT,乙状结肠
锁骨下B超,食管
泌尿系增强CT,右肾包膜
胸腹部CT,食管下段
髂总动脉CTA,左上肢
彩超,甲状双侧叶内
腹部CT,胰头
PET/CT,骨盆
泌尿系CT,双肾
头颅CT,右侧顶骨
B超,腹
上腹部CT,乙状结肠壁
髂总动脉CTA,两上肢
查体,周身皮肤粘膜
胸腹部CT,两上肺
PET-CT,子宫直肠窝
腹部彩超,脾
PET/CT,中轴骨
查体,肘部
双膝X光片,双膝关节
右髋关节正位片,右侧股骨颈
PET/，CT,右侧髂总血管
CT,盆腔
彩超,左输尿管
头颅及胸部上腹部 CT,顶枕部头皮下
胸部CT,左侧肩胛骨
腹部CT,腹腔
CT,纵隔
右髋关节正位片,右侧股骨粗隆间
头颅CT,颅内
胸腹部CT,左侧甲状腺
彩超,双肾
查体,下口唇皮肤
头颅CT,并颅内
PET-CT,左中腹部肠系膜间
查体,咽部
腹部CT,脾
腹部彩超,肝
查体,右侧面颧部
头颅和鼻骨，肝胆脾胰CT,鼻中隔
输尿管、肾脏CT,左侧输尿管腹段
查体,左胸部
腰椎CT,右侧S1神经根
CT双肾,膀胱
腹部CT增强,盆腔
b超,左颈
胸部CT平扫+，增强,食管
心脏彩超,肺动脉
胸部CT,两肺
左髋X光片,左股骨颈骨质
超声,锁骨
胸部CT,脾
头颅、鼻骨、肝胆脾胰CT,上颌窦黏膜
查体,右侧眼睑
查体,右侧下颌淋巴结
PET/CT,脾
右髋关节正位片,股骨颈
查体,出血点
PET/CT,第10棘突
X线,左肾
MRI,甲状腺两侧叶
查体,臀部
腹部CT增强,腹腔
彩超,双输尿管
腰椎X光片,腰椎
CT,肝左叶
腹部B超,脾
CT,肺
彩超检查,阑尾
腰椎CT,椎管
CT,两侧髂
查体,双眼瞳孔
查体,左肘关节
肋骨三维重建,左侧第7肋骨
胸部CT,双下肺
MRI,右附件
胸、腹部，CT,胸中段食管
心脏彩超,三尖瓣
腹盆，CT,盆腔
查体,腕部
泌尿系彩超,右侧输尿管上段
查体,右侧肘部
CT,胆囊窝区
头颅和鼻骨，肝胆脾胰CT,双侧筛窦
冠脉造影,前降支中段
查体,胸廓
泌尿系超声,前列腺
CT,左侧第4肋骨
支气管镜,右肺上叶
彩超,右侧附睾头
胸部+全腹部+盆腔CT,直肠
查体,周身浅表淋巴结
超声,双颈部
查体,背部
查体,全腹
全腹部CT,肝胃间隙
胸部CT,主动脉
胸部CT,胰
下消化道钡餐,两肺
心脏彩超,右房
查体,右面皮下
胸部CT,纵膈内
胸部及腹部CT,头皮
胸部CT,甲状腺
CT,颈椎腰椎
查体,前臂
头颅、鼻骨、肝胆脾胰CT,双侧额突
PET/，CT,右肾盂
腹部B超,回盲部
CT,右侧肾窦
颧弓CT,双侧颧弓骨质
泌尿系超声,双肾
查体,双肺
胸腹部CT,下腹部贲门周围一淋巴结
查体,颈部
CT,肝内胆管
肛门指诊,肛门缘
查体,右眼部
腹部CT增强,中上腹部
全腹部增强CT,末端回肠
脑DWI,胃
肝功能,脑
血钾,心
膝腱反射,肢体
胸片,肺纹理间隙
脉搏,肝
全身骨显像+，骨断层显像,胸腰椎
巴彬斯基氏征,左肱骨
克尼格氏征,肘关节
RBC,腹
HP,中下腹
AFP,S6近脏面
淋巴细胞百分比,两下肺
干湿性啰音,瓣膜
PET/CT,十二指水平段
胸片,胸
叩击痛,脊柱各椎体
CA125,阴道
腹部，CT,腹膜后淋巴结
啰音,腹
CT,肺
胸CT,纵隔
查体,左膝
触痛,肢体
CT,肠
查体,胸廓
压痛,四肢关节
肌张力,左上肢
腹部CT,右下下腹部
查体,右胫骨
肌张力,肌腱
腹盆增强CT,吻合口
移动性浊音,上腹部
触压痛,右下肢
L3-S1椎间盘CT,L5/S1椎间隙水平椎体后缘
指血糖,两上肢
血小板,两肺
腹、盆，CT,子宫底
P,头颅
PET-CT,T11椎体
头颅CT,枕部
腹部增强CT,脐周
肝功能,腰部
头颅CT,右侧踝部
标准碳酸氢根,上肢
肌张力,脊柱
对光反射,鼻唇沟
胸+下腹，CT,胸背
肌紧张,四肢
脉搏,出血点
谷草转氨酶,肝
湿啰音,脾
胰岛素（空腹）,胃
CTU,腰腹
头颅CT,头
MRI检查,腹
腹部MRI,肝左前叶上段包膜
肠鸣音,上腹部
湿罗音,脑
右膝DR片,右膝
颈胸部部CT,右锁骨下窝
PET/，CT,右肾盂
腹部CT,骨髓
R,头颅枕顶部
心脏彩超,右室后壁
移动性浊音,腰1-5椎
压痛,L5-S1棘间
PH,胸
HB,两眼睑
压痛,颈部
反跳痛,左侧腰部肌肉组织
肌力,颈
压痛,全腹
彩超,两上肢血管
肺部CTA,心
4字试验,颈部
腰椎CT,左下肢
末梢血糖,口
肌酸激酶同工酶,胸
神经系统检查,瞳孔
清音,肝
HGB,两上肢
PET/CT,肠
PET/CT,股骨下段
国际标准化比值,胆囊壁
AFP,肝曲
盆腔彩超,盆腔
腹部ct,降结肠
胸部x线片,右肺上叶
反跳痛,四肢
皮下捻发音,左肺下野
腹部ct,肝左左叶
葡萄糖,右上肺
病理性杂音,肝
腹部b超,胆囊
全腹增强CT,脾脏
腹部彩超,左上腹
甲状旁腺激素,腹腔
CTA,头臂干
CT,回盲部
胸部正位片,左肺门
L3-S1椎间盘CT,椎间孔
左肩正位片,左侧顶部皮下
腹CT,左肺
拾物试验,双肺
乳腺彩超,右侧乳腺
肠鸣音,左侧顶部
湿啰音,右锁骨中线第Ⅵ肋
白球比,胃
干啰音,肋下
肌力,跟膝腱
红细胞,颜面
腹部CT,直肠上段
颈胸腹部，CT,食管
胸腹MR,胰腺体部
跟膝腱反射,双侧肱二，三头肌腱
末梢血糖,心肌
中性粒细胞,口腔
CEA,腹部
心脏彩超,上肢
 CA199,肝门
L3-S1椎间盘CT,L5-S1椎间盘
心率,双下肢
杂音,颈软
门诊血常规,双扁桃体
皮下捻发音,肺
胸部CT,肝脏
腹平片,结肠
曲颈试验,颈部
啰音,五官
腹部，CT,肝脏
Hb,腹
胸，CT,两肺
跟膝腱反射,鼻唇沟
MR,胸椎
氯,胸
颈部+胸部，CT,左侧锁骨
颈椎侧双斜位片,双侧椎间孔
移动性浊音,出血点
颈部，CT,右颞
乙肝DNA,胃
心脏彩超,胸
胸片,两肺
叩击痛,L4-S1椎体棘突两侧
呼吸音,双下肢
总胆红素,胃
PET/，CT,右侧髂总血管
盆腔MRI,直肠
中性粒细胞,两上肢
L3-S1椎间盘CT,L4/5椎间隙
病理性杂音,出血点
心脏彩超,三尖瓣
高敏肌钙蛋白,头
超声,腹
腹,子宫
胸部及盆腹腔CT,两肺
体温,右股
血肌酐,右室
压痛,皮下
呼吸音,气道
腰椎间盘CT,左下肢
心脏彩超,肺动脉
PET/CT,横结肠
叩击痛,左肾区
病理性杂音,双肺底部
颈部血管彩超,颈部
双侧语颤,肺
两上肢CTA,右侧胫后动脉
X线,左上肺
血红蛋白,双肺
BP,右手拇指
查体,皮肤
BP,各瓣膜
呼吸音,痰
腹部CT增强,中上腹部
CT,左髂血管
腰椎CT,L5/S1椎间隙
CA125,左上腹
Bp,左侧肢体
触痛,头顶部
压痛,肺
PET,肝脏VIII段
心脏彩超,脑
CT,十二指肠乳头
盆腔CT,肛提肌
纤维蛋白原,胆囊壁
CT,左侧下肢
压痛,肝
查体,右眼下睑
查体,右小腿
肛周MR,盆腔
上腹部CT,胃
血压,L4-S1椎体棘突两侧
PH,两眼
拍片,左侧胸背部
干湿性啰音,支气管
血尿常规,膝关节
移动性浊音,腹
双侧巴氏症,四肢
BP,右膝关节
颈椎CT,部分椎体骨质边缘
盆MRI,肠道
T,心
盆腔超声,右颈根部
胸腹部CT,心
肌紧张,肝、脾肋下
胸下腹CT,左侧锁骨下窝
莫非氏征,肝
移动性浊音,头
国际标准化比值,头
颈椎侧双斜位片,第4、5颈椎棘突后
直腿抬高试验,L4-S1椎体棘突两侧
杂音,瓣膜
中性粒细胞绝对值,血
R,腰椎
杂音,心包
CT,肝
皮下捻发音,肝
谷丙转氨酶,头
MR,肝S5、S6、S7、S8 
湿性啰音,胸廓
神经系统检查,双侧肱二，三头 肌腱
胸部正位片,双侧膈面
胸部正位片,两肺纹理
N,两眼睑
CA125,关节
CA199,右下腹
叩击痛,双侧肾区
核磁,胰腺
下腹部平扫,胃
盆腔，CT,直肠
拾物试验,右上肢
查体,左肩
CT,纵膈
PET-CT,咽后壁
乳酸,腹
总胆红素,胰
CT,肝S2、3、5、8
肛查,骨盆外
腹部ct,肝右叶
HP,腹部
腹平片,腹
查体,盆腔
PET-CT,右上腹
腹部立位平片,中下腹
脉搏,浅表淋巴结
空腹指尖血糖,腹
上腹部CT,胆
乙肝DNA,腹
红细胞压积,心
干湿性啰音,气道
心肺腹查体,右眼下睑
MRCP,下腹部
心率,肝肺
CT,肝S5
PET/CT,腰背部
T,胸膜
查体,各瓣膜听诊区
尿素氮 ,腹
左侧肩关节CT,踝部
γ-谷氨酰胺转移酶,肝
冠脉造影,回旋支
R,两肺
PET-CT,骨髓
B超,前列腺左侧叶
肌张力,各足趾
反跳痛,右手掌
CT,两侧髂
对光反射,右颧部皮肤
HCO3-,口
BP,L3-S1椎体棘突旁
总胆红素,两眼
乳酸脱氢酶,头
标准碳酸氢根,腰
干湿性啰音,胸部
克尼格氏征,左肘
CA125,右输卵管
血钾,胸
双髋关节MRI,耻骨肌
下腹部CT,右侧肾下腺
BP,右足背动脉
干湿性啰音,胸
压痛,右胸
头颅CT,头皮
乳酸,上肢
PET-CT,皮肤
胸CT,右肺门
C13呼气试验,两肺
细胞外液碱剩余,腹
下腹部CT,左肾下极
湿啰音,肝
心率,心
P,宫口
核磁,脾脏
CT,舌体
CEA,结肠
胸CT,隆突前
放射痛,左腰部
压痛,双侧输尿管走行区
L3-S1椎间盘CT,腰3/4、腰4/5、腰5/骶1椎间盘
呼吸,肺
触痛,两侧阴囊
心电图,剑突上
白细胞数,下腹部
下消化道造影,腹
腰椎CT,腰
压痛,硬膜囊
胸部CT平扫,心脏
肌张力,鼻唇沟
反跳痛,左侧胸部
全腹部增强CT,周围软组织
查体,右膝关节
彩超检查,左输尿管
移动性浊音,胸壁
心率,右锁骨中线第Ⅵ肋间隙
胸部CT,气管
盆腔mri,直肠
胸部CT,纵隔
胸片,左侧水平裂
P,头
结合胆红素,胸
肌酸激酶,腹
R,右锁骨中线第Ⅵ肋间隙
B超,下腹部
压痛,左侧腰部
肌紧张,全腹
压痛,鼻窦
P,右下腹
双侧肱二、三头肌反射,四肢
PET-CT,右侧竖脊肌
血红蛋白,咽部
PET-CT,子宫
腹盆CT,肠
干啰音,脾
P,心脏
CT,两输尿管
胸部CT,胰腺
放射痛,左侧腰部
CEA,食管上端
查体,L4-S1棘突左侧
查体,双面部
C反应蛋白,上肢
盆腔，MRI,前列腺
右膝关节DR,腹
下腹部增强CT,肝门
腹部CT,右侧结肠旁沟
巴彬斯基氏征,双侧肱二
湿啰音,肺
P,右大腿
L3-S1椎间盘CT平扫,椎体
腹部增强CT,肝左叶
啰音,两肺
PET/CT,椎管
ct,脾
L3-S1椎间盘CT平扫,左下肢
中细湿性啰音,两肺
P,肋下
曲颈试验,臂丛神经
曲颈试验,颈椎椎体棘突
P,右膝
CT,颈部
压痛,右侧腰3-4椎旁
干湿性啰音,双扁桃体
胸片,左房
压痛,上腹部
心脏彩超,两肾
CT,右肾
肌张力,额
PLT ,贲门
P,心、肺
CT,左室
呼吸音,右手掌
彩超,腋窝淋巴结
压痛,脐
腹部CT,下腹部
移动性浊音,脐周
RBC,主动脉瓣
空腹血糖,口
腹部B超,腹
压痛,前列腺
腹部增强CT,胰腺尾部
腰椎CT,L4-L5椎间盘
载脂蛋白B,两手掌
腹部超声,肝内胆管
CT,软腭
颈部血管彩超,左侧颈总动脉
腹部彩超,心
总胆汁酸,胆囊
HB,两上肢
淋巴细胞,两肺
心肺腹查体,右足背动脉
4字试验,椎体边缘
压痛,后腰部
触痛,肛门
尿素,胆囊壁
BP,双下肢
L3-S1椎间盘CT,椎体边缘
上腹部CT,盆壁
胸部CT,胸腔
压痛,右手掌指关节
反跳痛,肝、脾肋下
BP,扁桃体
CT,上腹部
全腹部增强CT,十二指肠壁
血压,腰部
心率,腹部
骶耻外径,宫口
HGB,肠道
INR,主动脉瓣
血常规,肺
心电图,右室
反跳痛,肢体
头颅CT,右侧颞顶部
啰音,右手掌
肠鸣音,胸膜
放射痛,L4-S1椎体棘突两侧
腰椎CT,L5/S1椎间隙水平椎体后缘
PET-CT,左侧附件区软组织
上腹部ct,肝
EF,右房
移动性浊音,肝
总胆红素,胸
腹部CT,胃体
肌力,左侧上下肢
心电图,鼻
颈部b超,双侧颈后淋巴结
颈椎CT,肢体
MR,肝右左叶
L3-S1椎间盘CT,腰椎
尿素氮,胸
压痛,右侧椎间孔
颈部血管超声,左心
压痛,腹
神经系统检查,双上肢
血压,颜面
牵拉试验,颈椎椎体棘突
干湿啰音,双肺
脉搏,胸廓
压痛,左尺桡动脉
σ胆红素,肝
CT,隆突上见淋巴结
葡萄糖,头
超声,膀胱
MR,两侧髂血管
颈部血管超声,双侧颈动脉
干湿性啰音,周身
总胆红素,脾
触痛,双眼周围
平均血红蛋白量,双肺
全血碱剩余,心
心界,各瓣膜听诊区
T,口唇
叩击痛,拇指末节
触痛,右肘关节
肌力,双侧肢体
颈部+胸部，CT,肝胃间隙
脉搏,全腹
压痛,右眼下睑
血小板数,头
胸片,左下下肺
R,左侧顶部
压痛,头颅枕顶部
生理反射,心
头颅CT,二便
压痛,L4-S1棘突左侧
喘鸣音,双肺
HP,肠区
查体,右侧髋关节
DR,左膝关节
胸片,头
腰椎MRI,头
压痛,头右侧额部
查体,左侧胸部
乳酸脱氢酶,胃
压痛,余椎体
啰音,全腹部
颈、腰椎核磁,C2-T2椎间盘
压痛,皮肤
压痛,左髋部
胸片,气道
冠脉造影,胃
压痛,腰椎椎体棘突两侧
HGB,心
谷草转氨酶,两手掌
颈动脉彩超,左侧颈动脉中段
腹部，CT,肝
L3-S1椎间盘CT,L3-5椎体骨质边缘
WBC ,特比澳
反跳痛,软组织
心电图,心肌
触痛,腰椎
干湿性啰音,咽部
空腹末梢血糖,口
T,宫底脐下
肌紧张,左肩
下腹部彩超,脾
尿糖,头
盆腔MRI,两侧髂血管
脑电图,大小便
CA125,右下腹
腹部增强MRI+MRCP,右肾
呼吸动度,胸廓
胸部CT,纵膈
对光反射,肺
ct,胸
腹部彩超,腹部脐周大血管
头颅CT,心
叩鼓音,上腹部
上腹部CT,脾
P,左尺桡动脉
盆腔MR,肛周
胸部CT,两上肢
压痛,瓣膜
AST,肝
压痛,L3-S1椎体棘突
压痛,肝肺
脑电图,四肢
PET-CT,脾脏
HGB,腹
B超,左侧附件、右侧附件区
谷丙转氨酶,两手掌
R,心、肺
消化道造影,食道胸上段及腹段
湿啰音,双肺
MR,胆总管
颈部胸部CT,甲状腺
CT,右肺上叶
病理性杂音,双下肢
PLT,腹
肌力,双下肢
压痛,右足背动脉
肌力,腰椎
对光反射,唇
活化部分凝血酶原时间,心
颈、腰椎核磁,腰椎
R,四肢关节
反跳痛,肝脾胃
PET/CT,右中上腹小肠
肌紧张,脾
压痛,左大腿
颈椎CR,左侧臂
白细胞,右侧胸
直接胆红素,肝
CT,胃角
胸部正位片,余两肺
CT,两髂血管
PET-CT,下腹
高敏肌钙蛋白,左手
触痛,右腕
CT,两侧肺门
喘鸣音,两肺
PLT,两上肢
触痛,头颅五官
心电图,下胸
腹部超声,腹腔
腹盆CT,淋巴结
相对浊音界,右肺
查体,皮肤表面
腰椎CT,右侧踝部
压痛,各椎间隙
T,头颅枕顶部
胸部CT,左侧上颈部
反跳痛,五官
PET/CT,右下腹
胸部CT,右颞
颈椎CT,椎体
PET,左冠近中段
血小板,双肺
上消化道造影,胸
BP,胸部右侧第4肋
PET/CT,T2
肌酸激酶同工酶,心
干湿性啰音,胸廓
脑电图,手足
相对浊音界,胸廓
叩击痛,右足背动脉
腰椎CT,头
PET-CT,左下腹
压痛,右锁骨中线第Ⅵ肋间隙
颈部，CT,顶叶
HB,头
B超,腹膜后
腹围,宫颈
CT,咽喉
肠鸣音,口唇
R,肺
nse,右上肺
对光反射,鼻
病理性杂音,心
全腹部增强CT,骶髂关节面
凝血酶原时间,下腹部
血小板数,肺
CEA,肠
CEA,股骨下段
肺部CTA,上叶肺叶
肠鸣音,双侧肋脊角
MRI,食管下段
清音,气管
压痛,颈部后侧
压痛,左腹股沟部
头颅CT,左侧肢体
胸片,两肺纹理
体温,胸肋部
二氧化碳分压,胸
压痛,心
触痛,左面部
血常规,双肺纹理
T,胸部右侧第4肋
BP,腹部
直腿抬高实验,右下肢
CT,十二指肠降部
拾物试验,脊柱
下腹部彩超,左下腹
腹部MRI,肝脏
拾物试验,L4-S1棘突左侧
胎位,宫口
压痛,关节
钾,胸
呼吸音,头面部
血沉,胃周淋巴结
P,右膝关节
腹部CT,盆腔
BP,右侧枕骨
T,双瞳孔
腹盆CT,骶前间隙
B超,眼
呼吸音,右锁骨中线第Ⅵ肋
P,左肩部
颅脑mri,右侧颞叶
鼻窦CT,咽部
克尼格氏征,左侧面部皮肤组织
CT检查,左膈面
摩擦音,心尖部
二氧化碳分压,上肢
查体,头颅五官
CA724 ,胰头
胸部DR,头部
呼吸音,左膝关节
叩鼓音,右上腹
淋巴细胞绝对值,肺
压痛,颈椎6-7椎体缘
压痛,左肩
D_2聚体,两侧基底节
干湿性啰音,腰部
查体,左臀部
腰椎CT,腰4-5右侧神经根
BP,腰部
活化部分凝血酶原时间,头
结合胆红素,肝
CT,右肺
颈椎片,椎间孔
MR,膀胱
肌张力,唇
心率,气管
叩鼓音,肝
血小板,颜面
触痛,右肩
MRI,腹
谷草转氨酶,胰
Hb,两上肢
压痛,L4-S1椎体棘突两侧
腹部B超,肝左叶
国际标准化比值,胸
腹围,头
心率,咽部
胸CT,两肺
PET/CT,腹腔淋巴结
压痛,左侧小腿
肝功能,前列腺
全腹部增强CT,右侧肾下腺
PET/CT,肝门
干湿啰音,右肺
T,胎膜
CA199,肝右内叶
肺部CTA,肺段肺动脉
彩超,前列腺
P,肺
T,子宫
腹盆腔强化CT,直肠
R,咽部
反跳痛,各瓣膜听诊区
查体,枕骨骨
血压,肺
肌紧张,软组织
CT,肺门
肌紧张,全腹部
氯,颜面
心率,肺腹
B超,门静脉
肠鸣音,额纹
肌紧张,左侧胸部
放射痛,L3-S1椎体棘突两侧
CA125,脾
胸部CT,左前纵隔
PET-CT,盆腔
腰椎间盘CT,双下肢
血红蛋白,心
上肢静脉造影,小腿
MRI,肝左叶近膈面
肌紧张,五官
蛋白,胸
餐后血糖,腹
肌力,心
对光反射,肋下
呼吸音,脾
BP,心
胸腹部CT,右肾动脉
4字试验,右上肢
压痛,双膝
胸椎正侧位,上腔静脉
N,两上肢
载脂蛋白B,头
4字试验,L3-S1椎体棘突两侧
隐血,胃小弯
压痛,肩关节
MR,输尿管
BP,子宫
B超,腹
腹部彩超,脾
肌张力,鼻
BP,左手指
呼吸音,全腹
尿素,上肢
反跳痛,肝脾肋
PT,二尖瓣
便潜血,肠周
RBC,两眼睑
胸部ct,左上肺
啰音,脾
L3-S1椎间盘CT,双下肢
R,头颅
P,左侧小腿
白细胞数,腹
杂音,甲状腺
腹盆CT,左侧髂血管旁及左侧腹股沟淋巴结
腰椎CT,L4-5椎间隙水平椎体边缘及右后缘
超声,肛管
P,枕骨骨
压痛,下颌部
腰椎CT,神经根
压痛,椎旁双侧
触痛,腹
莫非氏征,腹
PET/，CT,左扁桃体
直腿抬高试验,椎体边缘
BP,口唇
BUN,左手
超声,肛门
CT,髂总血管
肌力,鼻
双侧语颤,双肺
PET-CT,肠壁全层
拾物试验,L3-S1椎体棘突旁
TPSA,肝S8
CA199,胃体
MR,直肠
下腹部彩超,门静脉
腹部CT,腹
CT,左肺
钾,胃
红细胞,双肺
CT,颈根部及下中纵隔食管
扣音,胸廓
肌紧张,肝
反跳痛,左肩部
神经系统查体,头颅
颈椎CT,右侧枕骨
B超,左侧臀肌
血红蛋白浓度,腹
胸片,两膈面
转氨酶,腹
盆腹腔CT,两肺
二氧化碳分压,心
叩击痛,右侧髋关节
压痛,胸
C肽（空腹）,胃
反跳痛,左肩
CT,肝左后叶
病理反射,腹
糖化血红蛋白,左下肢
压痛,拇指
淋巴细胞数,咽部
CT,盆腔淋巴结
R,肝
P,胎膜
CT,左季肋
CT,肠管
对光反射,四肢
血小板数,腹
直接胆红素,胃
巴彬斯基氏征,双侧输尿管
腹盆，CT,直肠
压痛,右膝关节
腹盆部CT,盆腔
谷草转氨酶,头
P,外阴侧切口
CT,胃右动脉旁淋巴结
腹部CT,贲门
总胆红素,肝
宫高,骨盆外
内生肌酐清除率,两肾
啰音,左大腿
胸部CT,颈部
查体,面颊部
P,左侧顶部
血糖,下腹部
CRP,两侧基底节
胸部CT,纵膈淋巴结
下腹部MRI,肝S4
心肺腹查体,右膝
触痛,骨盆
盆腔MR,精囊腺
全血碱剩余,胸
心率,双肺
头颅CT,左上肢
腹部B超,肝右叶
腹部增强CT,肠区
中性粒细胞百分比,胸
肌力,左下肢
