entity_head,entity_tail
腹腔镜上腹腔探查术、中转开腹，右半结肠癌根治术、小肠系膜结节活检、开腹肿瘤特殊治疗、肠粘连松解术,结肠肿瘤
奥沙利铂,结肠癌术后
剖腹探查、结肠癌根治术、肠粘连松解术,左半结肠肿瘤
洛铂,腹痛待查
亚叶酸,乙状结肠癌术后
多西他赛,右肾小囊肿
单硝酸异山梨酯,窦性心律
希罗达,直肠癌术后
沙丁胺醇,支气管哮喘
贲门癌根治性近端胃切除+胃食管膈上吻合术,贲门癌
根治性远端胃大部切除、毕II式吻合术,低分化腺癌
伏格列波糖,糖尿病眼病
腹腔镜辅助上根治性远端胃大部切除术（毕II式，D2）,胃角癌
腹腔镜上根治性远端胃大部切除术,胃窦癌
根治性全胃切除术（食管空肠ROUX-Y吻合、D2+、R0),胃癌
奥沙利铂,胆囊炎
厄贝沙坦,右室收缩功能正常
复杂粘连松解、胆总管切开取石、胆道镜探查、T管引流术,肝内胆管及胆总管多发结石伴远端胆管扩张
根治术全胃切除术,胃癌
小肠癌根治术,小肠癌
保留生育功能分期手术（患者附件切除+患侧盆腔淋巴结清扫+腹主动脉旁淋巴结清扫或活检+大网膜切除+阑尾切除）,慢性浅表性胃炎
螺内酯,冠状动脉粥样硬化性心脏病
姑息性乙状结肠癌切除+横结肠造瘘术,结肠癌
（远端）胃癌根治术,胃窦癌
右前臂动静脉内瘘吻合术,肾性贫血
（宫颈肿物）活检术,低分化癌
根治性全胃切除术（食道空肠ROUX-Y吻合、D2、R0）,腺癌
C225,升结肠癌肺转移
热毒宁,支气管肺炎
奥沙利铂,胃癌术后
胃癌姑息切除术,胃癌
复杂粘连松解、胆总管切开取石、胆道镜探查、T管引流术,慢性肝病
替加氟,乙状结肠癌术后
奥沙利铂,盆腔积液
腹腔镜上直肠部分切除术（姑息性）+乙状结肠造瘘术,直肠癌伴两肺多发转移瘤
亚叶酸钙,胃恶性肿瘤术后
腹腔镜上乙状结肠根治性切除术,乙状结肠癌
亚叶酸钙,乙状结肠低分化腺癌
胃癌根治术,中分化腺癌
腔镜上根治性全胃切除术+食管空肠ROUX-Y吻合术（D2）+脾切除术,胃癌
直肠癌DIXON手术,直肠癌
顺铂,食管胃交界腺癌术后
腹腔镜上横结肠癌根治性切除术,横结肠癌
阿托伐他汀钙,右室收缩功能正常
腹腔镜辅助上根治性全胃切除术,胃体癌
奥沙利铂,回盲部腺癌术后
全子宫及两侧附件切除术,子宫内膜癌I期
胃癌根治术（远端胃大部分切除）,胃体胃窦癌
翻身三切口食管下段癌切除+食管-胃底右颈部吻合+第6后肋内固定+空肠造瘘术,食管下段鳞癌
卡培他滨片,降结肠癌伴肝转移
小肠造口还纳术,小肠造漏术后
炎琥宁,发热原因待查
海替舒,发热原因待查
腹腔镜中转-根治性全胃切除术,胃癌
艾恒,胃窦癌
右前臂动静脉内瘘吻合术,慢性肾脏病5期
头孢类,发热原因待查
利培酮片,精神分裂症
C225,中分化腺癌
希罗达,胃窦癌
希罗达,腹痛待查
根治性残胃癌切除术,残胃癌
腹腔镜上根治性全胃切除术+胆囊切除术,贲门癌
乙状结肠切除术,乙状结肠肿物，恶性待排
全胃切除术+空肠J字代胃术,胃癌
抗生素,尿潴留
5-FU,乙状结肠低分化腺癌
腹腔镜上姑息性直肠癌切除术（HARTMANN）+乙状结肠造瘘术,直肠癌伴肺转移
腹腔镜胃癌根治术中转开腹全胃切除空肠食管ROUX-ENY吻合术+横结肠部分切除术,胃癌
腹腔镜上腹膜活检术+右侧卵巢切除术,卵巢CA
腹腔镜上右半结肠切除术,降结肠癌
经腹子宫+两侧附件切除+大网膜切除+部分肠壁转移病灶切除术,卵巢癌
顺铂,吻合口狭窄
表柔比星,部分肉瘤样癌
DIXON术,直肠癌
甘精胰岛素,2型糖尿病
来得时,血糖升高
代文,高血压
替加氟,直肠癌术后
顺铂,宫颈鳞癌IIB期
腹腔镜根治性远端胃大部切除术（毕I式D2R0）,胃癌
直肠癌前切术,直肠癌
剖腹探查+小肠粘连松解术,粘连性小肠梗阻
胃癌姑息性切除术（远端胃大部切除+毕I式吻合）,胃癌
泰索帝,食管癌伴纵隔淋巴结转移
左半结肠切除术+淋巴结清扫术,结肠癌
希罗达,降结肠癌伴肝转移
紫杉醇,食管中上段鳞癌
开顺,发热原因待查
尼群地平,高血压
腹腔镜辅助上根治性全胃切除术,贲门癌
希罗达,结肠癌术后
奥沙利铂,胃窦癌
DIXON手术,直肠腺癌
表柔比星,腹痛待查
奥沙利铂,回盲部肿瘤
希罗达,胃低分化腺癌
紫杉醇,食管癌
格列卫,胃肠间质肿瘤
亚莫利,糖尿病
左半结肠切除术,升结肠癌肺转移
沙利铂,乙状结肠癌术后
希罗达,肝转移
奥沙利铂,降结肠癌伴肝转移
阿司匹林,急性脑梗死
头孢唑啉,支气管肺炎
胃癌根治术（毕I）,胃癌
远端胃癌姑息切除癌姑息切除术,胃窦癌
经右胸上段食管癌切除、食管胃主动脉弓上吻合、淋巴结廓清术,食管上段癌
奥沙利铂,部分管状腺癌
剖腹探查+全子宫两附件切除+大网膜切除+阑尾切除+放射性粒子置入术,卵巢CA
胃癌根治术,胃恶性肿瘤
希罗达,神经内分泌癌
希罗达,胃管状腺癌II-III级
抗生素,右侧输尿管结石
胃大部分切除及食道上段切除术,胃癌
左环指开放伤残端包埋术,左手环指开放伤
根治性膀胱切除、回肠膀胱、盆腔淋巴结清扫、阑尾切除术,膀胱癌反复复发
地塞米松,胃癌术后多发脑转移
胃癌根治术（远端胃大切）,胃窦癌
气管插管,胆囊结石
腹腔镜上左半结肠根治性切除术,升结肠肠乳头状管状腺癌II级
全子宫切除术+两侧输卵管切除术+盆腔粘连松解术,子宫内膜复杂性增生
替加氟,回盲部腺癌术后
安素泰,食管癌术后
罗格列酮,糖尿病周围神经病变
右半结肠切除术,肝转移
右半结肠切除术,肺转移
左半结肠癌根治术,盲肠癌
腹腔镜根治性全胃切除术,胃MT
腹腔镜辅助上根治性全胃切除术,胃癌
胃大部切除术,胃癌
阿托伐他汀,急性脑梗死
泰素,食管癌
经腹全子宫+两附件切除术+阑尾切除术+大网膜切除+左侧淋巴结清扫术+盆腔粘连松解,卵巢转移
缬沙坦,高血压病
腹腔镜辅助上胃体间质瘤楔形切除术,胃间质瘤
左肾肿瘤根治性切除+腹膜后淋巴结清扫术,左肾母细胞瘤
莫西沙星,呼吸衰竭
残胃癌切除术+复杂肠粘连松解术+ROUX-EN-Y吻合术,残胃癌
阿卡波糖,糖尿病周围神经病变
腹腔镜辅助上根治性远端胃大部切除术,胃窦癌
左亚叶酸钙,盆腔积液
氨氯地平,高血压
“LEEP”术,CINIII级
肝癌切除术+胆囊切除术+门静脉置泵术,原发性肝癌
腹腔镜上DIXON术,中分化腺癌
直肠癌根治术（DIXON手术）,直肠癌
根治性左半结肠切除术+胆总管探查术,肝内外胆管结石
紫杉醇,盆腔积液
肿瘤细胞减灭术（I型全子宫切除+两侧附件切除+大网膜切除+盆腔及腹主动脉旁淋巴结清扫+肠修补术）,卵巢恶性肿瘤
胸腹腔镜联合全胸段食管切除+食管-胃底右颈部吻合术,食管下段癌
乙状结肠癌根治术,乙状结肠癌
胃癌癌根治术（远端胃大部切除+毕I式吻合术）,胃癌
洛铂,子宫恶性苗勒氏管混合瘤IIIA期
凝血酶粉,消化道出血
艾恒,胃管状腺癌II-III级
开腹探查+全宫两附件大网膜切除+肿瘤细胞减灭术,右侧颈内静脉血栓
奥沙利铂,右肾小囊肿
根治性左半结肠切除术,回盲部肿瘤
泰素,食管中上段鳞癌
利巴韦林,支气管肺炎
异环磷酰胺,子宫恶性苗勒氏管混合瘤IIIA期
经腹会阴直肠癌根治术,直肠癌
直肠肿瘤DIXON切除术,直肠癌
胰岛素,糖尿病
美托洛尔片,急性心肌梗死
胃癌根治术,胃癌
肠粘连松解术+空肠造瘘术,胃癌
食管中段癌切除+食管-胃底弓下吻合术,食管髓质型鳞状细胞癌IIIA期（PT3N1M0）
施维舒,胃息肉
左半结肠切除术,升结肠癌
结肠部分切除吻合，阑尾切除置管造瘘术,急性肠梗阻
头孢类,支气管肺炎
横结肠造口术,直肠癌
齐沙,直肠癌术后
海替舒,支气管肺炎
洛铂,食管癌伴纵隔淋巴结转移
阿托伐他汀钙,心包积液
保留生育功能分期手术（患者附件切除+患侧盆腔淋巴结清扫+腹主动脉旁淋巴结清扫或活检+大网膜切除+阑尾切除）,粘液性乳头状囊腺癌
左半结肠切除术,腺癌
胃癌根治术，毕II式远端胃,左肾小结石
全子宫切除术+两侧附件切除术+肿瘤细胞减灭术+骶韧带悬吊术+大网膜肿物切除术,子宫内膜癌
泰素,食管癌术后
胰体尾切除+空肠近端切除+脾切除+结肠脾区切除+ROUX-EN-Y吻合术,胰腺囊腺癌
腹腔清创引流+回肠造瘘术,肠瘘
DIXON手术,直肠癌
奥沙利铂,胃管状腺癌II-III级
奥沙利铂,乙状结肠癌术后
ROUX-Y吻合,胃癌
替加氟,回盲部肿瘤
阑尾切除术,（右附件）卵巢浆液性乳头状囊腺癌
希罗达,胃体中下部溃疡
腹腔镜上直肠根治术（DIXON手术）,直肠癌
腹腔镜上直肠根治术（DIXON手术）中转开腹+膀胱病损修补术,直肠癌
来得时,2型糖尿病
艾恒,胃肿瘤
希罗达,胃肿瘤
全胃切除，空肠J字代胃术,胃癌
艾恒,慢性萎缩性胃炎
甲泼尼龙,血小板减少性紫癜
希罗达,部分管状腺癌
腹腔镜上结肠肿瘤切除术,结肠腺癌
右前臂动静脉内瘘吻合术,高血压3级很高危
气管切开,慢性支气管炎
伏格列波糖,血糖升高
腹左胸食管癌切除术,食管胸中段癌
腹腔镜辅助上根治性全胃切除（D2）+食管空肠ROUX-EN-Y吻合术,贲门-胃体癌
根治性胃大部切除、毕I式吻合术,胃癌
多帕菲,卵巢癌术后
全麻上行盆腔粘连松解+阔韧带肿物切除术+全子宫切除术,卵巢癌
腹腔镜辅助右半结肠根治性切除术、胃部分切除术,结肠脾曲癌
乐沙定,直肠癌术后
紫杉醇,右侧颈内静脉血栓
腹腔镜上根治性全胃切除术,胃癌
来得时,糖尿病眼病
复杂粘连松解、胆总管切开取石、胆道镜探查、T管引流术,肝内外胆管多发结石伴胆管扩张
保留生育功能分期手术（患者附件切除+患侧盆腔淋巴结清扫+腹主动脉旁淋巴结清扫或活检+大网膜切除+阑尾切除）,混合性下皮肿瘤(低恶性)
盐酸苯海索片,精神分裂症
CF,回盲部肿瘤
行乐沙定,胃窦癌术后
倍他乐克,高血压
亚叶酸钙,胃癌术后
右前臂动静脉内瘘吻合术,低蛋白血症
炎琥宁,支气管肺炎
地塞米松,发热原因待查
全子宫+两附件切除+腹盆腔粘连松解术,卵巢浆液性乳头状囊腺癌
高糖,房性心动过速
根治性全胃及食管上段切除+食管-空肠ROUX-EN-Y吻合术,食管胃交界区癌
奥沙利铂,胃肿瘤
奥沙利铂,慢性萎缩性胃炎
地高辛,冠状动脉粥样硬化性心脏病
"腹腔镜上根治性远端胃大部切除术（D2,ROUX-EN-Y吻合）",胃窦癌
剖腹探查+全子宫两附件切除+大网膜切除+阑尾切除+放射性粒子置入术,糖尿病
左亚叶酸钙,胃肿瘤术后
食管中段癌切除+食管-胃底弓下吻合术,食管中段癌
行胃癌根治术（远端胃大切）,"胃体胃窦癌(CT4N2M0,IIIB期)"
腹腔镜上扩大根治性左半结肠癌切除,结肠肝曲管状腺癌
甘露醇,胃癌术后多发脑转移
广泛全子宫切除+两附件切除术+盆腔淋巴结清扫术,宫颈腺癌
肠切除术,左侧嵌顿疝
乙状结肠癌根治、子宫两附件切除术,乙状结肠癌
伊玛替尼,慢性粒细胞白血病急性变（急淋变可能）
奥沙利铂,胃肿瘤术后
腹腔镜胆囊切除+胆总管切开取石+T管引流术,胆囊结石
腹腔镜直肠癌根治术,直肠癌
直肠癌低位前切除术,直肠上段癌，CT3N2M0
罗格列酮,2型糖尿病
奥沙利铂,皮疹
腹腔镜上广泛切除术+两附件切除术+盆腔LN及腹主动脉旁淋巴结清扫术,子宫内膜癌
阿司匹林,冠状动脉粥样硬化性心脏病
艾恒,直肠癌术后
胆囊切除术,胆囊炎、胆囊结石
直肠癌根治术（DIXON）,直肠癌
腹腔镜辅助上根治性远端胃大部切除术,胃癌
惠尔血,骨髓抑制II度
依达拉奉,急性脑梗死
阿卡波糖,2型糖尿病
胸腹腔镜联合翻身三切口全胸段食管切除+食管-胃底右颈吻合+空肠造瘘术,食管癌
艾素,腺癌
腹腔镜上探查+中转开腹姑息性直肠癌切除+乙状结肠造瘘术,直肠癌
右进胸食管腹段癌切除+食管-胃底弓上吻合术,食管腹段癌
紫杉醇,食管胃交界腺癌术后
亚叶酸钙,皮疹
奥沙利铂,神经内分泌癌
宫腔镜粘膜下肌瘤电切术,子宫多发肌瘤
胃癌根治术，毕II式远端胃,胃窦部MT伴胃周淋巴结转移
阿司匹林肠溶片,窦性心律
右半结肠切除术,降结肠癌
腹腔镜上直肠癌根治术（MILES）+放射性粒子植入术,直肠癌
甲泼尼龙,缺铁性贫血
宫颈癌根治术(II型子宫切除+两侧附件切除+盆腔淋巴结清扫术+腹主动脉旁淋巴结活检术）,宫颈癌IB1期
腹腔镜上直肠癌根治术（MILES）+放射性粒子植入术,（直肠）溃疡型中分化管状腺癌
替吉奥,皮疹
腹腔镜上直乙交界处结肠癌根治术,直乙交界处结肠癌
阿卡波糖,糖尿病眼病
腹腔镜上直肠癌根治术,直肠癌
胃癌根治术,胃窦癌伴胃潴留
奥沙利铂,直肠癌术后
曲美他嗪,右室收缩功能正常
格列美脲,糖尿病周围神经病变
金芪降糖片,2型糖尿病
顺铂,卵巢癌术后
顺铂,食管癌术后
单硝酸异山梨酯缓释片,二尖瓣及主动脉瓣狭窄
多西他赛,胆囊炎
手术治疗（具体不详）,左侧肋骨骨折
宫炎平片,急性阴道炎
左半结肠切除术,结肠恶性肿瘤
替加氟,皮疹
罗格列酮,糖尿病眼病
安素泰,胃肿瘤
希罗达,中分化腺癌
多吉美,肺转移瘤
卡铂,右侧颈内静脉血栓
多西他赛,盆腔积液
艾素,胃体中下部溃疡
腹腔镜辅助远端胃癌根治术,胃癌
腹腔镜上直肠部分切除术,直肠癌
阿托伐他汀钙,二尖瓣及三尖瓣重度反流
腹腔镜上扩大根治性左半结肠切除术,结肠肝曲癌
雷替曲塞,直肠癌术后
伊立替康,直肠癌术后
腹腔镜上左半结肠根治性切除术,盲肠癌
腹腔镜上左半结肠切除术,回盲部癌
腹腔镜辅助上根治性右半结肠切除术+小肠肿物切除术,降结肠癌
奥沙利铂,部分肉瘤样癌
胃空肠吻合+空肠侧侧吻合术,胃恶性肿瘤
胃癌根治术，毕II式远端胃,肝左后叶上段及两肾囊肿
CF,回盲部腺癌术后
腹腔镜上直肠姑息性切除术+末段回肠造瘘术,直肠癌伴肝转移
单硝酸异山梨酯,急性心肌梗死
左半结肠切除术,盲肠癌
正中开腹根治性全胃切除+食管-空肠ROUX-EN-Y吻合+空肠造瘘+脾切除术,食管胃交界腺癌
来得时,湿疹?
奥沙利铂,胃恶性肿瘤术后
剖腹探查、根治性全胃切除术、食管-空肠ROUX-EN-Y吻合术,胃底贲门恶性肿瘤
来得时,糖尿病周围神经病变
全子宫切除+两附件切除+盆腔淋巴结切除+腹主动脉淋巴结切除+大网膜切除+肠粘连松解术,卵巢癌
麝香保心丸,窦性心律
单硝酸异山梨酯缓释片,肺动脉瓣及主动脉瓣轻度反流
右前臂动静脉内瘘吻合术,尿路感染
希罗达,部分肉瘤样癌
表柔比星,神经内分泌癌
替加氟,胃癌术后
空气灌肠整复术,肠套叠
格列吡嗪,2型糖尿病
奥沙利铂,乙状结肠低分化腺癌
乙状结肠单腔造口，远端封闭,直肠癌
洛赛克,胃息肉
硝苯地平控释片,高血压
乙状结肠癌切除术、远端封闭，近端造瘘,乙状结肠癌
希罗达,慢性萎缩性胃炎
氢氯噻嗪,冠状动脉粥样硬化性心脏病
奥沙利铂,回盲部浸润型粘液腺癌
氟尿嘧啶,乙状结肠癌术后
美托洛尔片,窦性心律
伏格列波糖,2型糖尿病
紫杉醇,浸润性低分化鳞状细胞癌
阿托伐他汀钙,二尖瓣及主动脉瓣狭窄
洛铂,食管癌术后
腹腔镜上直肠癌姑息性切除术DIXON,直肠癌
多西他赛,食管癌伴纵隔淋巴结转移
经腹腹膜外子宫切除+两附件切除+全盆腹膜切除+盆腔淋巴结清扫+腹主动脉旁淋巴结清扫+阑尾切除术,腹水原因待查
拜新同,高血压病
两腔上行经颈胸腹下段食管癌切除术,食管下段鳞癌
右前臂动静脉内瘘吻合术,高血压心脏病
痰热清,支气管肺炎
氟尿嘧啶,低分化腺癌，部分为印戒细胞癌
III型全子宫及及两附件两附件切除及盆腔淋巴结清扫术及腹主动脉旁淋巴结活检术,宫颈鳞癌IIB期
腹腔粘连松解术+部分大网膜切除术+广泛全子宫+两侧卵巢移位术+盆腔淋巴结清扫术,宫颈鳞癌IB1期
直肠HARTMANN手术,直肠癌
右半结肠切15除术,结肠癌
多帕菲,食管癌术后
根治性左半结肠切除术,升结肠恶性肿瘤
根治性远端胃大部切除＋毕Ｉ式吻合术,胃窦溃疡
奥美拉唑,消化道出血
奥沙利铂,粘连性小肠梗阻
直肠前切除术,直肠癌
胃癌根治术,胃体中下部溃疡
DIXON'S+肠粘连松解术,结肠腺癌并肝多发转移
热毒宁,发热原因待查
阿托伐他汀钙,肺动脉瓣及主动脉瓣轻度反流
宫腔镜检查+宫腔粘连松解+子宫粘膜下粘膜下肌瘤肌瘤剔除剔除术,继发不孕
横结肠造瘘术,吻合口瘘
远端胃大部切除+ROUX-EN-Y重建,胃癌
保肝药物,丙型肝炎
ROUX-Y吻合术D2,胃癌
腹腔镜上盆腔淋巴结清扫+腹主动脉旁淋巴结取样+广泛子宫+两侧输卵管切除术+左侧卵巢切除+右侧卵巢悬吊术,宫颈癌
劳拉西泮片,精神分裂症
罗格列酮,血糖升高
B超引导上腹腔穿刺置管引流,腹腔积液
利巴韦林,发热原因待查
直肠癌根治术(DIXON),直肠癌
直肠癌低位前切除术,直肠癌
曲美他嗪,心包积液
厄贝沙坦,心包积液
坏死段横结肠切除，结肠造瘘术,横结肠结肠坏死穿孔
姑息性“乙状结肠切除,两肺结节 转移瘤
乙状结肠切除+右肾下腺切除术,乙状结肠癌 右肾下腺转移
单硝酸异山梨酯缓释片,二尖瓣及三尖瓣重度反流
腹左胸食管癌切除术,食管胸中段癌
神经节苷酯,肺炎
重组甘精胰岛素注射液（长秀霖笔芯）,心功能Ⅱ级
螺内酯,慢性阻塞性肺病
贝依,双侧卵巢巧克力囊肿
溴己新,胸椎及腰椎骨质增生
经腹广泛子宫切除+两侧输卵管切除+盆腔淋巴结清扫术,宫颈癌IB1期
右半结肠切除+恶性肿瘤腔内灌注治疗,肠中至低分化腺癌，部分为粘液腺癌
通心络胶囊,高血压
根治性全胃切除术,（胃角）印戒细胞癌
PTX,II度骨髓抑制
腹腔镜辅助上根治性右半结肠切除术+小肠肿物切除术,降结肠癌
替吉奥,胃癌
雷贝拉唑,十二指肠球炎
剖腹探查术+回肠造瘘术,吻合口瘘
阿司匹林,冠心病
支架植入术,回旋支狭窄80%
胆囊切除+胆肠吻合+胃肠吻合术,慢性腺性胆囊炎
甘油灌肠剂,左肺门淋巴结转移
沐舒坦,左肺下叶病变
右侧腮腺肿物及腮腺浅叶切除术,淋巴上皮瘤样癌
来得时,血糖升高
宫颈癌根治术+两侧卵巢切除术,（全子宫）宫颈中至低分化鳞状细胞癌
雅施达,高血压
泮托拉唑,胃炎
多帕菲,卵巢癌术后
吃美林,肺炎
舒普深,慢性肾功能不全
腹腔镜辅助上直肠癌根治术+放射粒子植入术,直肠癌
拜阿司匹林,肺气肿
腹腔镜胆囊切除,胆囊结石并胆囊炎
胃癌根治术,胃腺癌
羟考酮,盆腔CT
胃空肠吻合+空肠侧侧吻合术,胃恶性肿瘤
腹腔镜根治性远端胃大部切除术（毕I式D2R0）,胃癌
曲美他嗪,二尖瓣及主动脉瓣狭窄
剖宫产术,慢性浅表性胃炎
植入支架,肺部结节
结肠多发息肉镜上切除,食管裂孔疝
肠镜检查+息肉切除术,腺管状腺瘤
腹腔镜上广泛子宫切除,宫颈低分化鳞癌
托烷司琼,胃癌
阿托伐他汀,两侧椎动脉及左侧肾动脉狭窄
胰十二指肠切除术,低分化腺癌
左半结肠切除术、胃肠吻合术,进展期左半结肠癌，浸润溃疡性，低-中分化腺癌
左半结肠切除术,粘液腺癌
